"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"860Z200US10030","ZCTA5 10030","31268","1699","21995","1689","2780","483","16818","1558","7","13","1134","500","3","6","307","258","946","366","79","80","867","346","9273","1141","2365","786","1435","767","14","27","0","28","2","5","3985","970","1472","451","1057","353","415","300",
"860Z200US10031","ZCTA5 10031","61044","3139","29944","2256","10534","1041","14431","1620","0","31","2458","916","0","31","442","309","2079","709","392","224","1687","647","31100","2750","3364","751","2483","721","269","212","59","68","63","101","15073","2974","9789","1945","6348","1567","3441","1014",
"860Z200US10032","ZCTA5 10032","60480","3073","20770","1520","8843","996","7712","1009","32","37","2706","745","4","9","237","161","1236","442","178","84","1058","421","39710","2817","4185","1186","2485","658","473","305","104","121","41","65","25751","3036","6671","1388","5666","1332","1005","411",
"860Z200US10033","ZCTA5 10033","58711","3457","19263","1371","13708","1181","2088","659","104","101","1940","658","0","31","291","202","1132","508","165","132","967","528","39448","3109","5480","1277","2110","678","1386","1211","65","75","0","31","20668","2967","9739","1778","7831","1611","1908","869",
"860Z200US10034","ZCTA5 10034","41570","2951","12891","1197","7926","840","2376","590","39","55","1387","637","0","28","178","104","985","589","50","53","935","590","28679","2808","5038","996","2727","857","660","431","108","139","26","41","15058","2367","5062","1406","3846","1193","1216","612",
"860Z200US10035","ZCTA5 10035","38595","2256","21991","1552","5033","875","14179","1248","27","34","1295","356","9","20","119","93","1329","661","812","633","517","242","16604","1569","2700","809","1389","452","580","387","0","28","30","47","8915","1304","2990","776","2244","714","746","297",
"860Z200US10036","ZCTA5 10036","30930","1895","24567","1729","15593","1272","2053","451","40","42","4943","771","33","69","143","171","1762","628","316","259","1446","576","6363","1262","2430","867","256","272","0","28","0","28","12","18","1865","896","1800","617","1568","568","232","163",
"860Z200US10037","ZCTA5 10037","19138","1400","15355","1374","1845","557","12067","1216","25","36","727","385","0","21","144","104","547","257","25","38","522","255","3783","881","699","275","526","289","53","83","4","6","0","21","1208","382","1293","766","764","489","529","600",
"860Z200US10038","ZCTA5 10038","23343","2133","20751","2158","10086","1520","2268","962","45","42","6695","916","39","60","579","664","1039","405","67","75","972","401","2592","464","700","241","260","193","0","25","70","77","0","25","561","197","1001","318","646","277","355","195",
"860Z200US10039","ZCTA5 10039","29887","2584","20105","1763","1997","629","16337","1693","40","66","567","252","0","25","331","310","833","331","119","99","714","320","9782","1940","1267","403","819","425","95","137","0","25","0","25","3850","880","3751","1825","3363","1771","388","270",
"860Z200US10040","ZCTA5 10040","43653","2844","12314","1082","8924","838","1251","388","29","38","789","233","5","11","528","242","788","306","64","60","724","298","31339","2888","3364","832","1507","569","527","373","46","52","0","28","20731","3068","5164","1143","3790","1070","1374","569",
"860Z200US10044","ZCTA5 10044","11846","1050","10579","987","5052","771","1511","484","0","21","3413","802","0","21","141","149","462","177","95","86","367","166","1267","422","304","174","89","105","0","21","8","12","0","21","575","288","291","181","290","182","1","9",
"860Z200US10065","ZCTA5 10065","30859","2192","28229","1884","22341","1742","761","320","0","28","4226","923","0","28","82","89","819","288","89","88","730","279","2630","1063","1496","870","24","50","14","22","0","28","0","28","170","100","926","562","853","534","73","118",
"860Z200US10069","ZCTA5 10069","6259","1534","5708","1480","2713","769","104","120","0","19","2075","849","0","19","739","1157","77","72","0","19","77","72","551","358","80","146","103","156","0","19","0","19","0","19","191","270","177","226","177","226","0","19",
"860Z200US10075","ZCTA5 10075","23920","2238","22079","2129","18798","2143","538","460","85","97","1743","680","74","121","0","25","841","501","134","109","707","493","1841","784","1320","625","0","25","179","210","0","25","0","25","126","117","216","125","216","125","0","25",
"860Z200US10103","ZCTA5 10103","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10110","ZCTA5 10110","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10111","ZCTA5 10111","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10112","ZCTA5 10112","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10115","ZCTA5 10115","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10119","ZCTA5 10119","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10128","ZCTA5 10128","56695","3081","48660","2577","38389","2383","2931","1226","17","19","5094","843","15","25","579","317","1635","448","259","220","1376","405","8035","1535","2836","692","101","94","18","28","57","71","0","31","1926","845","3097","1333","2815","1256","282","233",
"860Z200US10152","ZCTA5 10152","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10153","ZCTA5 10153","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10154","ZCTA5 10154","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10162","ZCTA5 10162","1523","724","1372","634","1314","630","9","20","0","13","44","75","0","13","0","13","5","28","0","13","5","28","151","412","98","370","0","13","0","13","0","13","0","13","8","17","45","97","10","20","35","96",
"860Z200US10165","ZCTA5 10165","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10167","ZCTA5 10167","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10168","ZCTA5 10168","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10169","ZCTA5 10169","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10170","ZCTA5 10170","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10171","ZCTA5 10171","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10172","ZCTA5 10172","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10173","ZCTA5 10173","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10174","ZCTA5 10174","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10177","ZCTA5 10177","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10199","ZCTA5 10199","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10271","ZCTA5 10271","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10278","ZCTA5 10278","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10279","ZCTA5 10279","161","159","161","159","161","159","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10280","ZCTA5 10280","8843","1359","7753","1332","5403","1012","150","195","0","19","2054","934","0","19","0","19","146","181","0","19","146","181","1090","412","617","334","0","19","101","161","47","71","0","19","81","96","244","241","129","182","115","176",
"860Z200US10282","ZCTA5 10282","6450","846","6172","843","4607","701","137","177","0","19","885","384","0","19","0","19","543","394","0","19","543","394","278","228","206","209","0","19","0","19","0","19","0","19","0","19","72","85","72","85","0","19",
"860Z200US10301","ZCTA5 10301","40331","2522","29728","1783","16694","1440","8036","1007","288","245","3072","665","0","28","130","136","1508","497","98","64","1410","490","10603","1430","4048","842","650","500","31","34","71","58","5","10","2789","601","3009","948","2540","855","469","371",
"860Z200US10302","ZCTA5 10302","18567","1634","10786","1416","5314","870","4027","911","0","21","1041","326","0","21","71","74","333","187","46","52","287","186","7781","1189","2186","630","195","153","204","305","22","36","19","31","3101","1014","2054","708","1923","700","131","86",
"860Z200US10303","ZCTA5 10303","27083","1682","16510","1217","4699","746","8129","1042","0","25","2650","671","0","25","119","85","913","438","148","113","765","415","10573","1022","4394","922","641","409","79","59","0","25","0","25","2666","632","2793","791","2380","765","413","195",
"860Z200US10304","ZCTA5 10304","44864","2694","35129","2566","17196","1766","11673","1507","19","38","5510","882","0","28","214","221","517","235","63","77","454","223","9735","1450","3060","863","606","288","315","309","89","58","39","55","3392","934","2234","676","1817","662","417","277",
"860Z200US10305","ZCTA5 10305","42211","2271","35938","2275","24453","2027","1863","415","16","28","8470","1170","0","28","188","145","948","366","61","63","887","368","6273","978","3218","706","141","103","52","80","33","48","14","24","1343","404","1472","510","1372","510","100","70",
"860Z200US10306","ZCTA5 10306","56232","2713","47132","2505","35532","2076","1703","806","0","31","7733","937","0","31","200","138","1964","564","198","103","1766","564","9100","1209","5102","940","536","349","89","133","113","104","92","141","1007","391","2161","783","1774","729","387","240",
"860Z200US10307","ZCTA5 10307","14755","1440","13198","1446","12687","1398","10","11","0","21","310","218","14","23","0","21","177","137","56","81","121","121","1557","699","697","422","0","21","0","21","14","23","0","21","186","163","660","415","548","397","112","124",
"860Z200US10308","ZCTA5 10308","30075","2150","26755","2090","23986","1873","196","205","0","28","2074","808","0","28","42","49","457","315","198","200","259","220","3320","768","1804","574","18","30","26","38","0","28","0","28","590","305","882","549","662","487","220","242",
"860Z200US10309","ZCTA5 10309","34740","2229","31418","2049","29024","2045","171","125","55","82","1430","484","0","28","227","163","511","318","262","291","249","162","3322","817","1790","666","0","28","9","14","0","28","0","28","1001","380","522","359","522","359","0","28",
"860Z200US10310","ZCTA5 10310","26239","2171","18618","1784","11118","1425","5244","763","32","55","1379","519","0","25","55","46","790","328","278","183","512","264","7621","1325","2519","601","882","737","140","194","0","25","0","25","2199","720","1881","558","1552","543","329","171",
"860Z200US10311","ZCTA5 10311","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10312","ZCTA5 10312","63473","2814","55335","2557","48291","2513","478","270","67","66","5507","1037","0","31","250","153","742","415","162","184","580","333","8138","1587","4229","1160","145","153","0","31","0","31","0","31","871","425","2893","1193","2877","1192","16","21",
"860Z200US10314","ZCTA5 10314","94355","2807","79967","2757","56909","2666","3096","569","215","162","16986","1466","0","31","464","320","2297","658","359","186","1938","584","14388","1317","7384","1276","230","147","150","168","12","18","0","31","2531","699","4081","910","3867","894","214","118",
"860Z200US10451","ZCTA5 10451","51311","2999","23109","2171","2285","740","19097","2069","188","189","713","405","2","6","144","137","680","317","57","55","623","315","28202","2853","4700","1570","4134","1211","46","48","0","31","291","451","14838","2045","4193","1042","2554","822","1639","804",
"860Z200US10452","ZCTA5 10452","78624","3253","27174","2333","2158","588","22094","2274","108","108","810","315","0","31","881","437","1123","383","282","189","841","400","51450","2795","8529","1659","5931","1098","650","324","58","92","64","291","27216","2717","9002","1655","6786","1497","2216","759",
"860Z200US10453","ZCTA5 10453","80385","3125","24767","1873","1617","422","19748","1707","43","38","1256","524","0","31","593","315","1510","522","251","175","1259","514","55618","3074","8165","1537","6324","1302","1171","704","9","13","285","253","29583","2654","10081","1681","6886","1246","3195","866",
"860Z200US10454","ZCTA5 10454","41073","2161","12219","1563","1148","354","10112","1422","102","125","96","109","342","276","168","143","251","131","70","56","181","112","28854","2290","4231","1025","2971","780","857","647","84","117","32","57","16903","2052","3776","1152","2641","965","1135","554",
"860Z200US10455","ZCTA5 10455","44380","2803","11494","1206","601","199","9385","1092","12","33","466","208","0","28","426","281","604","241","19","31","585","244","32886","2828","4501","995","3847","1244","531","338","242","333","87","135","18343","2325","5335","1537","4918","1506","417","184",
"860Z200US10456","ZCTA5 10456","88575","4052","38680","2633","2095","490","33828","2678","171","172","577","267","0","31","377","265","1632","630","530","351","1102","519","49895","3869","9331","1872","7671","1323","1072","546","50","64","0","31","23441","2983","8330","1769","6387","1712","1943","837",
"860Z200US10457","ZCTA5 10457","79817","3759","27665","2285","1370","443","24635","2205","81","71","354","201","1","3","322","195","902","391","380","264","522","308","52152","3369","10277","1621","9503","1327","795","458","24","35","84","104","20556","1815","10913","2508","9363","2418","1550","705",
"860Z200US10458","ZCTA5 10458","82678","3681","23749","2003","5792","751","13291","1734","234","205","2750","646","0","31","304","241","1378","522","355","252","1023","424","58929","3587","3484","660","1996","701","819","657","10","17","10","19","47254","3204","5356","1065","4268","993","1088","372",
"860Z200US10459","ZCTA5 10459","51964","3001","16974","2164","980","444","14996","2022","143","213","127","115","0","31","64","69","664","421","202","154","462","384","34990","2329","4625","999","2706","595","184","111","27","39","28","46","21043","2077","6377","1521","5509","1454","868","379",
"860Z200US10460","ZCTA5 10460","59852","2741","20931","1788","2291","760","15885","1730","150","162","848","341","0","31","611","423","1146","377","268","159","878","333","38921","2476","5764","1168","5057","978","473","290","114","140","28","46","18072","2007","9413","1571","8113","1480","1300","440",
"860Z200US10461","ZCTA5 10461","50868","2160","25566","1948","14286","1387","3893","907","60","130","6493","941","0","31","306","197","528","208","199","124","329","161","25302","2214","6788","1235","1136","469","427","283","153","130","0","31","13012","2064","3786","895","2932","804","854","404",
"860Z200US10462","ZCTA5 10462","77230","2809","40796","2190","8032","812","17162","1717","339","251","12795","1352","0","31","604","360","1864","578","586","236","1278","543","36434","2432","4959","955","2439","828","437","342","150","139","0","31","23673","2152","4776","859","3830","796","946","387",
"860Z200US10463","ZCTA5 10463","70296","2985","33506","1697","19693","1486","8537","1316","347","317","2606","592","0","31","635","227","1688","497","518","319","1170","381","36790","2565","9446","1775","2377","804","750","350","132","116","0","31","16852","1698","7233","1294","5192","1098","2041","636",
"860Z200US10464","ZCTA5 10464","4292","801","3052","627","2842","626","31","50","0","13","105","57","0","13","74","61","0","13","0","13","0","13","1240","595","451","440","35","57","0","13","0","13","0","13","525","397","229","226","203","220","26","43",
"860Z200US10465","ZCTA5 10465","46311","2368","24643","1666","16654","1203","4684","963","5","10","1959","652","0","28","353","291","988","481","604","431","384","157","21668","2085","5496","910","2509","884","52","50","327","427","126","195","8196","1321","4962","1453","3860","1264","1102","731",
"860Z200US10466","ZCTA5 10466","72273","3432","51056","3241","1869","440","43221","2936","225","149","1872","785","0","31","2190","763","1679","663","1183","649","496","209","21217","2635","4150","1209","3187","916","121","161","0","31","10","22","10709","2116","3040","987","2391","784","649","569",
"860Z200US10467","ZCTA5 10467","98713","3929","46446","2336","8583","1071","28247","1965","517","379","6098","889","33","60","673","267","2295","804","549","233","1746","766","52267","3028","10149","1479","3334","753","545","337","158","95","5","10","30173","2812","7903","1366","6405","1246","1498","523",
"860Z200US10468","ZCTA5 10468","81397","3732","17930","1900","2514","490","12714","1702","38","59","1859","581","0","31","430","189","375","169","43","53","332","158","63467","3482","7890","1532","6777","1567","696","574","14","21","249","266","37550","3444","10291","1748","8646","1646","1645","702",
"860Z200US10469","ZCTA5 10469","71862","3122","50628","3017","6344","825","37483","2788","430","202","3988","849","10","16","740","360","1633","555","1105","494","528","310","21234","2091","4761","999","2104","586","116","100","45","38","0","31","11017","1853","3191","750","2837","738","354","175",
"860Z200US10470","ZCTA5 10470","15390","966","11885","915","5965","753","4822","824","33","48","312","205","0","21","268","168","485","326","103","117","382","318","3505","590","714","259","510","363","155","130","0","21","0","21","1588","501","538","247","353","203","185","130",
"860Z200US10471","ZCTA5 10471","22888","1499","15555","972","11780","903","2073","521","0","25","798","235","0","25","178","146","726","227","126","75","600","210","7333","1178","1425","385","267","131","116","94","112","117","0","25","2923","648","2490","1076","1718","949","772","348",
"860Z200US10472","ZCTA5 10472","65283","2415","25029","1881","1376","410","15075","1453","49","59","5341","991","39","90","1953","673","1196","478","293","174","903","421","40254","2290","3941","880","2375","728","724","442","315","375","0","31","29693","2123","3206","848","2860","838","346","168",
"860Z200US10473","ZCTA5 10473","60087","2488","22711","2058","1004","268","18568","2013","213","207","1272","523","0","31","716","500","938","414","268","229","670","352","37376","2217","9303","1259","4148","1132","140","126","89","141","0","31","18237","1914","5459","1180","3817","950","1642","702",
"860Z200US10474","ZCTA5 10474","11280","1344","3359","634","246","114","2983","601","50","57","28","63","0","21","22","34","30","32","0","21","30","32","7921","1308","828","424","691","401","43","54","24","38","0","21","4685","788","1650","854","1428","879","222","195",
"860Z200US10475","ZCTA5 10475","43517","3448","30198","3042","1868","630","26101","2700","0","28","1014","587","0","28","7","11","1208","735","110","117","1098","744","13319","2261","2031","796","1743","730","204","188","0","28","0","28","6892","2183","2449","1021","1766","976","683","418",
"860Z200US10501","ZCTA5 10501","1416","545","1335","543","1321","543","0","13","0","13","0","13","0","13","0","13","14","21","0","13","14","21","81","108","73","107","0","13","0","13","0","13","0","13","0","13","8","13","8","13","0","13",
"860Z200US10502","ZCTA5 10502","5745","247","5276","270","3894","337","168","145","0","19","706","179","0","19","38","43","470","316","17","21","453","319","469","171","190","116","82","90","0","19","5","13","0","19","126","139","66","65","66","65","0","19",
"860Z200US10503","ZCTA5 10503","94","55","94","55","94","55","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10504","ZCTA5 10504","8047","500","7195","531","6280","563","110","107","0","19","387","115","0","19","141","111","277","149","32","42","245","143","852","453","200","166","0","19","0","19","0","19","0","19","422","272","230","264","161","183","69","86",
"860Z200US10505","ZCTA5 10505","1132","266","963","252","793","226","9","13","0","13","94","83","0","13","41","46","26","35","0","13","26","35","169","128","53","85","0","13","0","13","0","13","0","13","33","43","83","61","62","58","21","25",
"860Z200US10506","ZCTA5 10506","6340","692","5689","685","5342","660","100","117","0","19","97","80","0","19","0","19","150","158","10","14","140","159","651","355","132","109","0","19","0","19","0","19","0","19","349","335","170","110","170","110","0","19",
"860Z200US10507","ZCTA5 10507","6403","762","4474","634","3122","638","493","217","6","10","675","471","0","19","3","4","175","90","46","47","129","69","1929","643","447","335","119","130","0","19","0","19","0","19","792","543","571","429","555","432","16","18",
"860Z200US10509","ZCTA5 10509","19832","881","14654","806","12947","854","436","167","0","21","646","191","0","21","388","301","237","146","140","143","97","62","5178","776","1691","653","84","93","8","13","0","21","0","21","2456","605","939","487","723","409","216","232",
"860Z200US10510","ZCTA5 10510","10435","604","9294","599","7856","598","178","109","0","21","704","261","0","21","81","60","475","172","234","134","241","101","1141","404","460","277","0","21","0","21","0","21","0","21","198","113","483","276","454","274","29","35",
"860Z200US10511","ZCTA5 10511","2281","365","1865","252","1508","193","129","143","6","11","109","177","0","13","47","46","66","89","0","13","66","89","416","275","70","52","0","13","0","13","0","13","0","13","128","93","218","221","207","220","11","16",
"860Z200US10512","ZCTA5 10512","24256","890","20122","945","18126","978","738","252","79","49","341","141","14","22","165","144","659","244","335","205","324","150","4134","622","1150","380","179","211","3","4","40","66","0","25","2002","491","760","323","696","290","64","74",
"860Z200US10514","ZCTA5 10514","12867","1135","12212","1125","9724","1115","440","343","0","21","1507","331","3","9","101","128","437","316","226","293","211","130","655","297","201","161","0","21","0","21","0","21","0","21","99","104","355","236","334","233","21","36",
"860Z200US10516","ZCTA5 10516","5585","411","5222","391","4820","342","208","228","2","3","60","34","0","19","0","19","132","80","49","43","83","72","363","152","246","126","0","19","0","19","0","19","0","19","59","40","58","46","46","38","12","22",
"860Z200US10517","ZCTA5 10517","417","162","316","118","269","117","14","16","0","13","33","32","0","13","0","13","0","13","0","13","0","13","101","103","20","31","0","13","0","13","0","13","0","13","29","58","52","83","52","83","0","13",
"860Z200US10518","ZCTA5 10518","830","318","768","292","685","273","0","13","0","13","83","102","0","13","0","13","0","13","0","13","0","13","62","108","0","13","0","13","0","13","0","13","0","13","62","108","0","13","0","13","0","13",
"860Z200US10519","ZCTA5 10519","122","197","122","197","0","13","0","13","0","13","122","197","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US10520","ZCTA5 10520","12662","506","10944","638","9729","615","484","212","2","5","361","167","0","21","22","16","346","148","65","58","281","134","1718","389","639","215","93","136","0","21","35","31","0","21","673","384","278","146","266","145","12","16",
"860Z200US10522","ZCTA5 10522","11508","51","9971","469","7767","704","253","125","0","21","1397","593","0","21","70","85","484","223","2","4","482","223","1537","466","430","235","35","28","0","21","0","21","0","21","707","380","365","168","300","134","65","58",
"860Z200US10523","ZCTA5 10523","9389","552","6137","579","2661","487","2279","407","43","64","876","329","0","19","21","30","257","158","0","19","257","158","3252","620","696","581","212","238","37","60","16","27","0","19","1875","616","416","280","395","272","21","36",
"860Z200US10524","ZCTA5 10524","4344","382","4001","397","3660","390","92","87","0","13","70","37","0","13","44","73","135","118","15","19","120","117","343","165","116","102","5","13","0","13","0","13","0","13","143","106","79","65","56","40","23","37",
"860Z200US10526","ZCTA5 10526","1939","406","1892","406","1624","363","2","5","0","13","187","152","0","13","24","29","55","89","0","13","55","89","47","42","18","21","10","24","0","13","0","13","0","13","0","13","19","23","13","20","6","11",
"860Z200US10527","ZCTA5 10527","608","204","495","155","475","156","20","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","113","146","6","11","15","31","0","13","0","13","0","13","92","139","0","13","0","13","0","13",
"860Z200US10528","ZCTA5 10528","13352","1080","11616","1101","9499","1133","490","473","0","21","1315","416","0","21","31","31","281","134","101","66","180","115","1736","475","869","372","0","21","0","21","0","21","0","21","525","267","342","222","319","230","23","34",
"860Z200US10530","ZCTA5 10530","14090","1247","12475","1174","9357","1206","1125","363","0","21","1548","386","0","21","48","46","397","146","90","62","307","156","1615","369","294","125","86","56","2","3","0","21","0","21","572","271","661","289","585","280","76","46",
"860Z200US10532","ZCTA5 10532","5040","445","4738","422","4340","443","67","51","0","19","280","140","0","19","4","11","47","45","42","44","5","11","302","155","140","86","29","48","0","19","0","19","0","19","119","124","14","20","2","5","12","18",
"860Z200US10533","ZCTA5 10533","7388","298","6678","562","5476","722","73","86","0","19","642","339","0","19","98","157","389","244","101","112","288","186","710","520","226","158","0","19","0","19","0","19","0","19","79","80","405","384","227","205","178","278",
"860Z200US10535","ZCTA5 10535","214","194","140","113","140","113","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","74","148","0","13","0","13","0","13","0","13","0","13","74","148","0","13","0","13","0","13",
"860Z200US10536","ZCTA5 10536","10797","1080","9774","1051","8727","1086","202","141","36","53","520","263","0","21","24","26","265","123","92","74","173","91","1023","489","455","253","0","21","0","21","0","21","0","21","60","43","508","413","243","155","265","376",
