"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"860Z200US12482","ZCTA5 12482","550","417","550","417","541","417","0","13","0","13","0","13","0","13","0","13","9","17","0","13","9","17","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12483","ZCTA5 12483","71","48","71","48","66","47","0","13","0","13","0","13","0","13","0","13","5","8","0","13","5","8","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12484","ZCTA5 12484","3373","460","3160","485","2494","443","249","252","0","13","237","220","0","13","0","13","180","122","0","13","180","122","213","146","93","81","0","13","0","13","0","13","0","13","0","13","120","137","120","137","0","13",
"860Z200US12485","ZCTA5 12485","904","344","885","341","866","342","11","21","0","13","0","13","0","13","0","13","8","16","0","13","8","16","19","32","0","13","0","13","0","13","0","13","0","13","19","32","0","13","0","13","0","13",
"860Z200US12486","ZCTA5 12486","1760","562","1622","504","1072","314","59","68","0","13","26","33","0","13","441","549","24","35","3","5","21","35","138","148","0","13","73","120","0","13","0","13","0","13","65","97","0","13","0","13","0","13",
"860Z200US12487","ZCTA5 12487","3935","584","3870","578","3083","676","422","443","0","13","7","16","0","13","0","13","358","226","249","219","109","101","65","64","42","58","0","13","0","13","0","13","0","13","0","13","23","35","23","35","0","13",
"860Z200US12489","ZCTA5 12489","154","125","154","125","154","125","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12490","ZCTA5 12490","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12491","ZCTA5 12491","2059","441","1629","274","1577","266","0","13","5","9","0","13","0","13","0","13","47","60","4","7","43","56","430","305","37","47","0","13","0","13","0","13","0","13","84","68","309","242","309","242","0","13",
"860Z200US12492","ZCTA5 12492","181","70","171","66","171","66","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","13","4","6","0","13","3","6","0","13","0","13","0","13","3","5","3","5","0","13",
"860Z200US12493","ZCTA5 12493","324","351","244","264","219","243","22","27","0","13","0","13","0","13","2","9","1","6","0","13","1","6","80","100","22","33","0","13","0","13","0","13","0","13","3","11","55","72","55","72","0","13",
"860Z200US12494","ZCTA5 12494","865","505","831","505","703","491","41","63","0","13","0","13","0","13","87","139","0","13","0","13","0","13","34","50","34","50","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12495","ZCTA5 12495","87","60","87","60","87","60","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12496","ZCTA5 12496","1311","226","1253","214","1054","190","42","84","0","13","65","50","0","13","0","13","92","72","13","18","79","72","58","43","40","32","0","13","0","13","0","13","0","13","0","13","18","29","0","13","18","29",
"860Z200US12498","ZCTA5 12498","4580","350","4330","378","3842","375","55","48","0","13","149","85","0","13","29","50","255","104","25","27","230","99","250","140","92","64","0","13","0","13","0","13","0","13","93","124","65","53","57","54","8","15",
"860Z200US12501","ZCTA5 12501","2170","417","1635","318","1456","299","13","28","0","13","98","98","0","13","27","43","41","61","0","13","41","61","535","341","71","107","0","13","0","13","0","13","0","13","299","295","165","186","10","15","155","178",
"860Z200US12502","ZCTA5 12502","1147","276","1147","276","1012","259","7","8","0","13","17","19","0","13","2","3","109","111","100","113","9","9","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12503","ZCTA5 12503","787","133","707","118","560","124","14","15","0","13","6","5","0","13","56","64","71","59","71","59","0","13","80","100","0","13","0","13","0","13","0","13","0","13","79","100","1","3","1","3","0","13",
"860Z200US12504","ZCTA5 12504","1152","60","1018","71","662","123","112","61","12","17","174","82","21","32","0","13","37","32","0","13","37","32","134","68","33","29","13","25","0","13","0","13","0","13","73","53","15","21","5","12","10","19",
"860Z200US12507","ZCTA5 12507","238","119","216","100","199","100","5","8","0","13","4","7","0","13","0","13","8","12","0","13","8","12","22","28","4","6","0","13","0","13","0","13","0","13","0","13","18","28","18","28","0","13",
"860Z200US12508","ZCTA5 12508","19152","494","15463","636","11779","737","2760","520","15","17","278","121","0","21","100","127","531","221","85","85","446","201","3689","483","1048","352","437","268","51","58","0","21","0","21","1262","343","891","350","712","356","179","134",
"860Z200US12512","ZCTA5 12512","184","139","184","139","176","138","0","13","0","13","0","13","0","13","8","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12513","ZCTA5 12513","154","117","154","117","154","117","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12514","ZCTA5 12514","2980","458","2899","444","2742","414","41","71","0","13","21","22","0","13","0","13","95","70","55","54","40","45","81","46","26","30","0","13","0","13","0","13","0","13","22","26","33","29","8","12","25","28",
"860Z200US12515","ZCTA5 12515","1567","511","1379","442","1136","379","68","76","0","13","0","13","0","13","0","13","175","248","162","254","13","20","188","235","35","64","0","13","0","13","0","13","0","13","0","13","153","229","153","229","0","13",
"860Z200US12516","ZCTA5 12516","1859","323","1783","321","1662","362","27","25","0","13","18","20","0","13","0","13","76","112","76","112","0","13","76","69","59","63","0","13","0","13","0","13","0","13","17","29","0","13","0","13","0","13",
"860Z200US12517","ZCTA5 12517","384","243","346","229","304","187","0","13","0","13","0","13","0","13","0","13","42","65","0","13","42","65","38","68","0","13","0","13","0","13","0","13","0","13","38","68","0","13","0","13","0","13",
"860Z200US12518","ZCTA5 12518","5861","593","5081","545","4570","553","148","157","0","19","198","174","0","19","31","45","134","109","0","19","134","109","780","327","113","71","70","105","0","19","42","66","0","19","328","246","227","135","140","106","87","95",
"860Z200US12520","ZCTA5 12520","3088","58","2822","147","2638","181","25","27","0","13","70","64","0","13","0","13","89","75","46","67","43","38","266","134","130","91","49","51","0","13","0","13","0","13","65","67","22","25","11","17","11","18",
"860Z200US12521","ZCTA5 12521","1607","415","1466","380","1278","327","26","37","0","13","8","9","0","13","8","10","146","156","146","156","0","13","141","116","18","20","0","13","0","13","0","13","0","13","79","87","44","47","44","47","0","13",
"860Z200US12522","ZCTA5 12522","4775","681","4272","667","3918","692","17","34","0","13","155","178","0","13","0","13","182","149","160","152","22","31","503","240","336","213","8","15","0","13","0","13","0","13","106","146","53","56","53","56","0","13",
"860Z200US12523","ZCTA5 12523","1986","347","1896","343","1826","343","18","22","0","13","12","16","0","13","0","13","40","33","12","15","28","29","90","69","67","63","0","13","0","13","0","13","0","13","12","18","11","17","11","17","0","13",
"860Z200US12524","ZCTA5 12524","15609","610","13524","650","11226","725","1002","273","10","19","538","137","0","21","22","33","726","404","236","185","490","357","2085","492","982","389","37","32","57","82","14","23","0","21","449","156","546","230","522","225","24","30",
"860Z200US12525","ZCTA5 12525","1739","472","1665","517","1172","413","19","52","0","13","0","13","0","13","20","36","454","468","454","468","0","13","74","89","59","85","0","13","0","13","0","13","0","13","7","11","8","14","8","14","0","13",
"860Z200US12526","ZCTA5 12526","3519","411","3363","406","3149","402","108","73","0","13","35","25","0","13","15","16","56","40","4","9","52","38","156","95","73","61","0","13","0","13","0","13","0","13","0","13","83","67","83","67","0","13",
"860Z200US12527","ZCTA5 12527","16","26","16","26","9","14","7","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12528","ZCTA5 12528","13358","689","12125","705","9659","843","544","337","0","21","946","444","0","21","219","305","757","371","488","342","269","164","1233","353","802","319","60","73","0","21","0","21","0","21","94","68","277","148","277","148","0","21",
"860Z200US12529","ZCTA5 12529","2296","320","2165","318","2073","315","8","10","4","6","0","13","0","13","8","10","72","56","35","43","37","38","131","82","68","49","5","10","0","13","0","13","0","13","5","7","53","66","53","66","0","13",
"860Z200US12530","ZCTA5 12530","283","401","283","401","283","401","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12531","ZCTA5 12531","2590","495","2542","488","2266","501","88","115","0","13","19","22","0","13","26","42","143","125","24","26","119","120","48","50","18","33","0","13","0","13","0","13","0","13","22","37","8","9","8","9","0","13",
"860Z200US12533","ZCTA5 12533","26249","813","22283","898","18400","933","1024","447","48","41","1373","357","0","25","346","252","1092","439","257","156","835","408","3966","648","1293","354","81","81","32","44","0","25","0","25","1023","378","1537","518","1228","459","309","235",
"860Z200US12534","ZCTA5 12534","17792","731","16603","768","12937","779","1393","315","0","21","1143","124","0","21","102","101","1028","343","48","163","980","384","1189","268","386","142","35","30","87","120","0","21","0","21","345","218","336","188","243","145","93","97",
"860Z200US12538","ZCTA5 12538","14066","901","13138","887","11242","834","881","355","12","16","395","149","5","6","111","112","492","216","70","66","422","204","928","287","340","133","13","16","0","21","0","21","0","21","410","217","165","112","81","56","84","100",
"860Z200US12540","ZCTA5 12540","9297","962","7892","1061","7074","1070","428","322","0","19","193","123","0","19","11","16","186","90","85","58","101","66","1405","492","400","170","8","12","0","19","14","21","0","19","436","315","547","326","464","306","83","101",
"860Z200US12542","ZCTA5 12542","5490","551","5062","551","4663","538","98","93","0","19","35","44","0","19","0","19","266","229","185","222","81","59","428","205","285","194","0","19","15","32","0","19","0","19","46","67","82","67","82","67","0","19",
"860Z200US12543","ZCTA5 12543","3135","48","2288","211","1943","185","311","125","2","6","0","13","0","13","0","13","32","32","13","23","19","21","847","206","201","118","0","13","0","13","0","13","0","13","97","80","549","229","549","229","0","13",
"860Z200US12544","ZCTA5 12544","33","54","33","54","33","54","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US12545","ZCTA5 12545","4521","277","4230","334","3911","353","130","75","10","20","101","101","0","13","4","8","74","50","16","20","58","46","291","155","155","129","12","19","0","13","0","13","0","13","43","46","81","85","72","76","9","20",
"860Z200US12546","ZCTA5 12546","2700","140","2343","200","2034","251","133","157","0","13","44","39","0","13","0","13","132","123","8","13","124","123","357","175","48","38","20","31","99","104","0","13","0","13","178","139","12","15","12","15","0","13",
"860Z200US12547","ZCTA5 12547","3277","575","2954","551","2335","438","235","173","0","13","19","31","0","13","136","204","229","259","0","13","229","259","323","196","84","74","55","91","0","13","4","9","0","13","23","35","157","133","136","130","21","34",
"860Z200US12548","ZCTA5 12548","1074","417","934","342","925","342","0","13","0","13","0","13","0","13","0","13","9","14","0","13","9","14","140","123","17","28","0","13","0","13","0","13","0","13","0","13","123","120","123","120","0","13",
"860Z200US12549","ZCTA5 12549","10635","1003","8456","985","7181","868","812","507","10","18","42","35","0","21","0","21","411","235","205","213","206","124","2179","504","756","382","373","396","0","21","0","21","0","21","445","268","605","321","601","320","4","11",
"860Z200US12550","ZCTA5 12550","55404","1048","34549","1489","19989","1331","11426","1092","7","11","1103","359","0","31","122","94","1902","599","315","195","1587","538","20855","1350","5285","1052","842","377","243","181","16","25","64","100","10562","1764","3843","834","2460","632","1383","483",
"860Z200US12553","ZCTA5 12553","27409","880","20377","1174","14280","1003","4359","753","25","37","1150","491","25","45","120","127","418","169","39","36","379","165","7032","1071","2714","759","250","169","103","116","0","25","0","25","2180","717","1785","763","1749","767","36","35",
