zcta5,total,nh_total,white,black,native,asian,hwpi,other,multi,hispanic
13072,838,838,812,12,4,0,0,10,0,0
13073,6514,6375,5845,119,10,34,0,0,367,139
13074,4453,4365,4056,5,81,37,0,44,142,88
13076,2416,2309,2228,0,4,30,0,0,47,107
13077,6646,6596,6260,0,1,210,0,13,112,50
13078,10867,10721,8422,525,27,1064,0,4,679,146
13080,3519,3466,3318,0,24,6,0,0,118,53
13081,1114,1079,987,0,0,14,0,0,78,35
13082,3750,3740,3600,19,0,8,0,5,108,10
13083,1989,1960,1883,12,0,34,0,3,28,29
13084,3801,3731,3229,126,25,0,3,0,348,70
13087,161,161,139,0,0,0,0,0,22,0
13088,21914,20984,18490,733,63,870,0,100,728,930
13090,29344,27269,23222,1694,23,838,0,74,1418,2075
13092,2726,2687,2378,45,0,46,0,0,218,39
13101,2410,2369,2256,0,0,0,0,0,113,41
13102,52,52,52,0,0,0,0,0,0,0
13103,226,226,181,0,0,1,0,0,44,0
13104,16753,16441,14256,315,11,1465,0,71,323,312
13108,6284,6173,6030,18,0,22,0,0,103,111
13110,2389,2330,2133,0,0,0,0,23,174,59
13111,1790,1511,1479,0,0,12,0,0,20,279
13112,1728,1666,1666,0,0,0,0,0,0,62
13113,52,49,48,0,1,0,0,0,0,3
13114,7397,7345,7069,14,2,19,0,101,140,52
13115,225,220,205,2,0,0,0,0,13,5
13116,3652,3309,3171,0,0,66,0,0,72,343
13117,279,279,267,1,0,0,0,0,11,0
13118,5811,5655,5089,355,4,9,0,28,170,156
13119,0,0,0,0,0,0,0,0,0,0
13120,2218,2210,1548,87,472,39,0,0,64,8
13121,0,0,0,0,0,0,0,0,0,0
13122,982,942,899,9,0,0,0,0,34,40
13123,32,32,32,0,0,0,0,0,0,0
13124,102,102,99,0,0,0,0,0,3,0
13126,36278,34666,32125,739,14,644,0,49,1095,1612
13131,3115,3053,2860,29,1,33,0,0,130,62
13132,3495,3426,3274,28,0,9,0,0,115,69
13134,132,132,48,0,0,0,0,0,84,0
13135,6296,6110,5687,127,4,62,0,0,230,186
13136,329,329,329,0,0,0,0,0,0,0
13138,139,139,135,4,0,0,0,0,0,0
13140,4335,4213,4086,21,0,0,0,7,99,122
13141,655,632,596,0,0,0,0,0,36,23
13142,6044,5993,5657,7,2,0,0,62,265,51
13143,2354,2316,2117,38,0,16,0,0,145,38
13144,1323,1323,1253,23,0,0,0,0,47,0
13145,1595,1582,1551,0,3,0,0,0,28,13
13146,2176,2092,1957,2,0,10,0,2,121,84
13147,929,863,813,44,0,0,0,0,6,66
13148,10854,10650,9883,235,34,155,0,51,292,204
13152,7700,7479,7348,15,0,30,1,17,68,221
13153,337,337,337,0,0,0,0,0,0,0
13154,34,34,34,0,0,0,0,0,0,0
13155,567,555,548,0,0,0,0,0,7,12
13156,2169,2167,2022,10,1,0,0,90,44,2
13157,535,535,498,0,6,5,0,0,26,0
13158,1352,1300,1151,135,0,2,0,0,12,52
13159,5243,5131,4909,22,3,16,0,54,127,112
13160,2262,2183,2090,33,0,5,0,0,55,79
13162,409,409,409,0,0,0,0,0,0,0
13163,332,315,285,30,0,0,0,0,0,17
13164,2720,2662,2508,26,38,0,0,0,90,58
13165,9511,9012,8469,147,29,45,0,22,300,499
13166,5758,5702,5480,20,7,0,0,1,194,56
13167,2982,2982,2885,0,0,21,3,0,73,0
13202,7331,6096,2362,3105,74,383,0,5,167,1235
13203,16884,15249,8889,3589,205,1298,8,74,1186,1635
13204,19550,16181,9096,5361,231,177,0,151,1165,3369
13205,18069,16857,6263,8139,178,699,0,352,1226,1212
13206,16713,15710,11233,2583,147,499,0,134,1114,1003
13207,12784,10924,5931,4265,59,177,0,98,394,1860
13208,23094,21972,11182,6076,11,3111,0,26,1566,1122
13209,13171,12660,11515,511,35,118,0,0,481,511
13210,19144,17575,11135,3710,68,1760,25,114,763,1569
13211,5968,5584,4598,131,14,403,0,92,346,384
13212,20638,20169,18903,348,7,199,13,95,604,469
13214,8899,8242,5754,1464,25,419,0,0,580,657
13215,14317,13841,12267,848,11,166,0,47,502,476
13219,15557,14858,13717,490,39,170,0,4,438,699
13224,8881,7989,4225,2569,32,513,0,0,650,892
13244,8384,7701,5058,635,4,1840,0,19,145,683
13290,0,0,0,0,0,0,0,0,0,0
13301,156,156,156,0,0,0,0,0,0,0
13302,1377,1360,1337,0,4,0,0,10,9,17
13303,1295,1272,1267,0,0,0,0,0,5,23
13304,1919,1908,1877,11,0,16,0,0,4,11
13305,201,201,188,0,0,0,0,0,13,0
13308,4429,4248,4116,0,0,58,0,0,74,181
13309,5805,5805,5563,64,1,18,0,12,147,0
13310,837,837,837,0,0,0,0,0,0,0
13312,308,308,308,0,0,0,0,0,0,0
13313,597,549,528,3,0,0,0,5,13,48
13314,153,153,153,0,0,0,0,0,0,0
13315,1404,1394,1349,4,0,24,0,0,17,10
13316,5912,5845,5699,28,7,6,0,14,91,67
13317,4002,3910,3716,31,33,26,3,13,88,92
13318,1056,1056,970,70,0,0,0,0,16,0
13319,550,550,550,0,0,0,0,0,0,0
13320,2085,2055,2019,0,0,0,0,5,31,30
13321,803,803,789,0,0,14,0,0,0,0
13322,1073,1042,1029,0,0,0,0,0,13,31
13323,11151,10675,10129,76,76,223,0,29,142,476
13324,1653,1647,1546,10,46,0,0,0,45,6
13325,929,927,905,0,0,0,0,0,22,2
13326,4698,4495,4043,92,0,152,0,51,157,203
13327,2230,2203,2201,0,0,0,0,0,2,27
13328,1451,1365,1246,11,0,24,0,44,40,86
13329,3555,3350,3245,3,0,15,0,61,26,205
13331,69,69,69,0,0,0,0,0,0,0
13332,2878,2869,2665,65,0,15,0,0,124,9
13333,57,55,52,0,0,0,0,0,3,2
13334,943,933,895,27,0,0,0,0,11,10
13335,1355,1298,1229,15,0,12,0,0,42,57
13337,653,640,579,31,0,15,0,0,15,13
13338,1242,1242,1212,6,11,0,0,0,13,0
13339,6084,5884,5620,77,8,0,0,0,179,200
13340,7479,7401,6912,157,0,30,0,28,274,78
13342,275,214,214,0,0,0,0,0,0,61
13343,1625,1618,1585,0,1,2,0,0,30,7
13345,175,175,147,28,0,0,0,0,0,0
13346,6244,5929,5351,209,0,237,0,14,118,315
13348,1669,1655,1596,12,0,0,0,0,47,14
13350,9695,9627,8814,180,0,99,0,14,520,68
13352,29,29,24,0,0,0,0,0,5,0
13353,41,41,39,0,1,0,0,0,1,0
13354,3285,3261,3218,10,0,4,0,0,29,24
13355,1139,1119,1102,0,0,0,0,0,17,20
13357,10301,10015,9538,158,0,34,53,0,232,286
13360,128,128,128,0,0,0,0,0,0,0
13361,661,633,625,4,0,0,0,0,4,28
13363,2409,2342,2287,19,0,0,0,0,36,67
13364,232,232,185,0,0,0,0,0,47,0
13365,8449,8026,7837,34,0,3,13,0,139,423
13367,8682,8416,8055,113,13,16,0,21,198,266
13368,1121,1121,1103,4,0,0,0,0,14,0
13402,1087,1078,1034,2,0,10,0,1,31,9
13403,7087,6618,5764,703,19,76,0,0,56,469
13404,127,127,121,0,0,0,0,0,6,0
13406,492,489,488,0,0,0,0,0,1,3
13407,5140,5021,4657,40,0,93,0,0,231,119
13408,3383,3201,2827,136,5,164,0,5,64,182
13409,1976,1894,1835,9,9,0,0,0,41,82
13410,536,504,430,0,0,3,0,0,71,32
13411,2743,2650,2550,3,1,5,0,0,91,93
13413,16282,15801,14569,54,5,758,98,22,295,481
13415,82,82,82,0,0,0,0,0,0,0
13416,2235,2204,2154,8,0,0,0,0,42,31
13417,3103,3050,3009,2,0,27,0,0,12,53
13418,212,212,212,0,0,0,0,0,0,0
13420,1092,1092,1059,24,0,0,0,0,9,0
13421,12857,12547,11839,120,27,75,0,104,382,310
13424,2274,2155,1895,90,0,126,0,3,41,119
13425,1762,1730,1670,6,0,14,0,8,32,32
13428,1533,1526,1486,10,0,1,0,0,29,7
13431,1939,1921,1897,7,0,3,0,0,14,18
13433,1647,1646,1611,2,0,2,0,1,30,1
13435,275,275,201,61,0,0,0,0,13,0
13436,107,100,92,8,0,0,0,0,0,7
13437,307,307,294,0,0,0,0,0,13,0
13438,2994,2925,2826,45,0,14,0,0,40,69
13439,3715,3609,3530,28,0,10,0,3,38,106
13440,41198,38665,34871,1564,31,572,0,32,1595,2533
13441,222,197,154,43,0,0,0,0,0,25
13450,252,252,252,0,0,0,0,0,0,0
13452,4874,4682,4458,40,1,2,0,46,135,192
13454,732,719,665,0,0,0,0,0,54,13
13455,46,46,46,0,0,0,0,0,0,0
13456,3977,3907,3787,14,0,58,0,0,48,70
13457,32,32,32,0,0,0,0,0,0,0
13459,2048,1976,1912,6,4,17,0,0,37,72
13460,4293,4283,4005,16,0,38,0,51,173,10
13461,3158,3076,2912,26,6,76,0,0,56,82
13464,1245,1237,1203,2,0,0,0,0,32,8
13468,291,289,289,0,0,0,0,0,0,2
13469,1317,1317,1264,0,0,53,0,0,0,0
13470,710,689,666,12,0,1,0,0,10,21
13471,2656,2638,2554,8,0,11,0,0,65,18
13472,340,340,340,0,0,0,0,0,0,0
13473,1128,1128,1038,5,0,0,0,76,9,0
13475,39,39,32,0,0,0,0,0,7,0
13476,2975,2929,2839,59,0,16,0,0,15,46
13477,1485,1382,1368,0,0,0,0,0,14,103
13478,3040,2951,2905,0,3,18,0,0,25,89
13480,3426,3393,3213,6,0,19,0,0,155,33
13482,63,63,63,0,0,0,0,0,0,0
13483,454,428,422,6,0,0,0,0,0,26
13484,29,29,29,0,0,0,0,0,0,0
13485,1635,1620,1597,9,0,3,0,0,11,15
13486,738,700,673,0,0,0,0,0,27,38
13488,141,141,141,0,0,0,0,0,0,0
13489,533,528,524,0,0,0,0,0,4,5
13490,1181,1150,1150,0,0,0,0,0,0,31
13491,3853,3675,3600,0,0,14,0,0,61,178
13492,11395,10868,10235,308,7,142,0,9,167,527
13493,2205,2161,2064,13,2,7,0,15,60,44
13494,222,222,222,0,0,0,0,0,0,0
13495,2081,2069,1901,14,0,0,6,0,148,12
13501,40152,34338,20572,5626,135,5712,9,185,2099,5814
13502,33962,30654,23131,4079,52,1758,0,101,1533,3308
13601,38332,35788,30747,2377,5,854,0,165,1640,2544
13602,2798,2236,1389,424,28,158,58,0,179,562
13603,14050,10924,8269,1506,0,301,128,13,707,3126
13605,5261,5084,4762,79,6,11,0,3,223,177
13606,2423,2423,2354,11,2,0,0,0,56,0
13607,1750,1737,1683,27,13,5,0,0,9,13
13608,1818,1749,1630,18,24,0,0,14,63,69
13611,312,294,294,0,0,0,0,0,0,18
13612,2703,2670,2472,0,0,140,0,0,58,33
13613,2604,2586,2490,15,19,0,0,9,53,18
13614,345,345,330,0,0,0,0,0,15,0
13615,586,575,564,4,0,0,0,0,7,11
13616,1936,1714,1231,280,0,98,0,0,105,222
13617,12124,11651,10552,504,11,255,14,66,249,473
13618,1814,1740,1669,0,0,0,0,2,69,74
13619,10625,10055,9027,302,3,73,0,66,584,570
13620,2066,2061,2012,14,0,12,0,0,23,5
13621,578,578,578,0,0,0,0,0,0,0
13622,1985,1910,1735,116,0,9,0,0,50,75
13623,51,51,51,0,0,0,0,0,0,0
13624,4933,4683,4202,247,2,34,0,6,192,250
13625,1551,1545,1506,5,0,4,0,0,30,6
13626,2282,2169,2049,4,3,8,0,0,105,113
13628,268,245,245,0,0,0,0,0,0,23
13630,1443,1431,1392,5,10,0,0,0,24,12
13632,107,107,107,0,0,0,0,0,0,0
13633,318,318,302,0,0,0,0,0,16,0
13634,3947,3837,3789,34,0,0,0,0,14,110
13635,1244,1236,1210,1,9,0,0,0,16,8
13636,177,177,165,1,0,3,0,0,8,0
13637,4493,3543,2353,716,4,17,103,0,350,950
13638,372,372,372,0,0,0,0,0,0,0
13639,24,24,24,0,0,0,0,0,0,0
13640,302,292,287,0,0,0,0,0,5,10
13641,54,54,54,0,0,0,0,0,0,0
13642,9237,8728,7968,357,57,10,0,37,299,509
13643,60,60,60,0,0,0,0,0,0,0
13645,0,0,0,0,0,0,0,0,0,0
13646,2257,2229,2148,0,5,11,0,0,65,28
13647,150,143,143,0,0,0,0,0,0,7
13648,2007,1905,1862,1,6,0,0,0,36,102
13649,37,37,37,0,0,0,0,0,0,0
13650,1355,1324,1217,14,0,10,0,0,83,31
13651,126,126,126,0,0,0,0,0,0,0
13652,1796,1795,1693,0,0,4,0,4,94,1
13654,2380,2373,2341,4,0,0,0,0,28,7
13655,3669,3668,349,6,2931,206,0,0,176,1
13656,3230,3205,3025,115,13,0,0,11,41,25
13658,2326,2254,2198,0,6,0,0,0,50,72
13659,379,366,365,0,0,0,0,0,1,13
13660,1849,1827,1792,5,1,8,0,0,21,22
13661,1825,1768,1708,0,0,25,0,0,35,57
13662,16117,15946,15296,45,87,113,0,1,404,171
13664,404,360,330,21,0,1,0,5,3,44
13665,812,812,793,19,0,0,0,0,0,0
13666,216,214,147,8,0,0,0,6,53,2
13667,3171,3079,2916,46,62,7,0,0,48,92
13668,3200,3178,3073,33,20,2,0,0,50,22
13669,16044,15776,14623,691,67,91,31,14,259,268
13670,383,383,374,0,1,1,0,0,7,0
13672,376,369,354,0,5,0,0,0,10,7
13673,2163,2109,1883,92,7,16,0,0,111,54
13674,137,137,137,0,0,0,0,0,0,0
13675,61,61,52,0,0,0,0,0,9,0
13676,14179,13777,12688,340,39,341,6,66,297,402
13678,105,105,105,0,0,0,0,0,0,0
13679,1108,1089,1041,0,2,16,0,0,30,19
13680,1398,1388,1381,0,0,5,0,0,2,10
13681,971,953,928,1,0,0,0,0,24,18
13682,845,845,810,0,0,4,0,0,31,0
13683,66,66,0,0,66,0,0,0,0,0
13684,1172,1170,1129,17,4,3,0,0,17,2
13685,2187,2073,1936,5,0,10,0,11,111,114
13687,505,505,501,0,4,0,0,0,0,0
13690,773,733,654,25,0,5,0,4,45,40
13691,3123,3026,2647,0,14,54,0,5,306,97
13692,216,216,216,0,0,0,0,0,0,0
13693,294,294,288,0,0,6,0,0,0,0
13694,1253,1171,1160,0,3,0,0,0,8,82
13695,200,189,189,0,0,0,0,0,0,11
13696,174,174,174,0,0,0,0,0,0,0
13697,1879,1856,1800,0,0,20,0,0,36,23
13699,2021,1848,1378,140,0,217,0,23,90,173
13730,2871,2832,2726,2,1,36,0,0,67,39
13731,1002,968,913,0,0,6,0,0,49,34
13732,7607,7436,7064,53,0,118,0,0,201,171
13733,5049,4989,4791,40,0,29,0,0,129,60
13734,2372,2354,2314,0,6,0,0,0,34,18
13736,1807,1790,1753,0,0,0,0,19,18,17
13738,44,44,44,0,0,0,0,0,0,0
13739,801,801,773,0,0,20,0,0,8,0
13740,560,491,459,18,2,10,0,0,2,69
13743,3394,3387,3290,0,0,11,0,0,86,7
13744,1359,1346,1337,2,0,0,0,0,7,13
13746,2142,2117,1950,13,1,13,0,17,123,25
13747,29,29,29,0,0,0,0,0,0,0
13748,3760,3362,3318,0,0,0,0,0,44,398
13750,711,711,694,4,0,0,0,0,13,0
13751,209,209,209,0,0,0,0,0,0,0
13752,868,844,844,0,0,0,0,0,0,24
13753,5593,5370,4979,95,0,160,4,48,84,223
13754,2656,2611,2511,15,1,30,0,0,54,45
13755,888,878,862,0,0,0,0,0,16,10
13756,694,676,662,7,0,6,0,0,1,18
13757,1274,1274,1269,0,0,0,0,0,5,0
13760,43240,41487,37365,1588,49,843,0,33,1609,1753
13774,148,148,127,0,0,0,0,0,21,0
13775,1806,1675,1645,5,0,3,0,6,16,131
13776,404,400,379,0,0,5,0,0,16,4
13777,396,396,396,0,0,0,0,0,0,0
13778,5349,5216,4990,23,1,23,0,20,159,133
13780,862,858,858,0,0,0,0,0,0,4
13782,730,713,701,1,1,7,0,0,3,17
13783,2331,2246,2069,99,0,3,0,56,19,85
13784,294,284,284,0,0,0,0,0,0,10
13786,366,366,317,7,0,8,0,0,34,0
13787,3067,3005,2905,4,0,8,0,22,66,62
13788,959,954,855,31,0,12,0,0,56,5
13790,18584,17766,14170,1050,18,1521,0,0,1007,818
13795,2954,2654,2346,79,0,143,0,0,86,300
13796,996,957,901,24,1,0,10,0,21,39
13797,2061,2061,1982,4,0,0,8,0,67,0
13801,1496,1441,1393,5,0,18,5,6,14,55
13802,1079,1079,1070,0,0,0,0,0,9,0
13803,4278,4228,4100,5,3,7,0,3,110,50
13804,190,190,189,0,0,0,0,0,1,0
13806,222,222,150,0,0,25,0,9,38,0
13807,1296,1265,1239,3,0,12,0,0,11,31
13808,1379,1323,1299,3,8,0,0,0,13,56
13809,1964,1955,1870,0,0,0,0,0,85,9
13810,1260,1164,1142,8,0,1,0,2,11,96
13811,4120,4053,3802,20,55,66,9,0,101,67
13812,2293,2286,2244,0,0,0,0,0,42,7
13813,1131,1113,1102,11,0,0,0,0,0,18
13814,18,18,11,0,0,0,0,0,7,0
13815,12925,12335,11624,156,10,78,0,14,453,590
13820,22500,21043,18939,971,0,480,73,99,481,1457
13825,3058,3031,2740,15,0,120,0,1,155,27
13826,91,91,78,0,0,0,0,0,13,0
13827,11770,11471,10972,111,4,119,0,66,199,299
13830,4933,4856,4743,34,0,4,0,38,37,77
13832,449,446,446,0,0,0,0,0,0,3
13833,4297,4245,4014,0,8,56,0,0,167,52
13834,118,118,118,0,0,0,0,0,0,0
13835,1301,1301,1268,0,0,9,0,0,24,0
13838,3984,3942,3668,98,0,0,0,0,176,42
13839,1319,1240,1153,0,0,0,0,0,87,79
13841,483,481,439,10,0,16,0,0,16,2
13842,610,600,500,40,25,8,0,0,27,10
13843,2094,2070,2008,6,0,3,0,0,53,24
13844,638,638,630,0,0,0,0,0,8,0
13846,369,369,366,3,0,0,0,0,0,0
13847,17,17,17,0,0,0,0,0,0,0
13849,4424,4373,4167,27,2,65,0,0,112,51
13850,23544,22968,18581,639,0,3239,0,153,356,576
13856,6063,5917,5721,93,0,13,0,0,90,146
13859,101,101,78,0,0,0,0,0,23,0
13860,228,228,228,0,0,0,0,0,0,0
13861,454,454,407,0,40,0,0,0,7,0
13862,3702,3655,3514,47,0,0,0,0,94,47
13863,473,466,444,2,0,16,0,0,4,7
13864,1148,900,839,41,0,0,0,11,9,248
13865,6000,5950,5671,85,0,9,0,0,185,50
13901,19979,18494,16022,994,36,296,0,61,1085,1485
13902,6405,6080,5145,83,0,848,0,0,4,325
13903,18483,17435,14415,1851,10,127,46,34,952,1048
13904,9499,9068,7330,1133,0,275,0,33,297,431
13905,27673,25585,19429,2490,75,2369,16,36,1170,2088
14001,9199,9143,8808,59,43,38,19,14,162,56
14004,11658,11520,10592,680,16,98,0,0,134,138
14005,2085,1976,1918,0,1,0,0,11,46,109
14006,9402,9316,8836,189,12,112,0,6,161,86
14008,1594,1502,1294,64,0,7,0,0,137,92
14009,5477,5432,5193,2,0,114,0,0,123,45
14011,7711,7160,5771,1046,27,72,0,145,99,551
14012,3020,2957,2526,220,78,34,0,0,99,63
14013,1744,1718,1242,20,241,19,0,0,196,26
14020,22442,21550,19619,769,8,242,0,76,836,892
14024,1637,1634,1516,63,0,17,0,0,38,3
14025,3754,3708,3476,9,0,78,0,114,31,46
14026,506,485,485,0,0,0,0,0,0,21
14027,34,34,30,0,0,0,0,0,4,0
14028,1556,1545,1541,4,0,0,0,0,0,11
14029,31,31,31,0,0,0,0,0,0,0
14030,2045,2045,1936,12,32,28,0,0,37,0
14031,9685,9458,8824,51,0,12,0,258,313,227
14032,10572,10462,9979,43,12,156,0,9,263,110
14033,1460,1460,1455,0,0,0,0,0,5,0
14034,2513,2420,2007,317,26,41,0,3,26,93
14035,61,61,61,0,0,0,0,0,0,0
14036,5406,5317,5206,78,0,0,0,0,33,89
14037,963,932,820,0,0,0,0,0,112,31
14039,70,70,62,0,0,0,0,0,8,0
14040,1799,1799,1799,0,0,0,0,0,0,0
14041,132,129,113,0,0,3,0,0,13,3
14042,4403,4229,4083,19,0,0,0,0,127,174
14043,24936,24166,22717,695,36,357,0,55,306,770
14047,6147,5877,5744,35,0,0,0,0,98,270
14048,14859,11196,9785,773,24,17,0,0,597,3663
14051,19747,19081,16383,416,11,1816,0,9,446,666
14052,17694,17269,16848,56,0,83,24,0,258,425
14054,1356,1297,1224,23,1,0,0,0,49,59
14055,1455,1450,1445,0,0,0,0,5,0,5
14056,194,194,194,0,0,0,0,0,0,0
14057,7688,7487,7269,25,6,77,0,21,89,201
14058,2408,2104,1990,3,1,0,0,0,110,304
14059,9629,9574,9416,5,21,50,0,0,82,55
14060,356,356,320,0,1,0,0,0,35,0
14061,93,93,81,0,6,0,0,0,6,0
14062,3251,3201,3101,0,2,28,7,0,63,50
14063,13123,12028,10860,506,24,247,18,16,357,1095
14065,1747,1734,1686,0,1,7,0,0,40,13
14066,1093,1090,1061,0,0,10,0,2,17,3
14067,4028,3977,3845,132,0,0,0,0,0,51
14068,7990,7778,6418,360,0,563,0,0,437,212
14069,630,628,588,2,0,0,0,0,38,2
14070,6186,5842,5035,38,571,15,0,33,150,344
14072,21416,20746,19128,490,13,420,0,13,682,670
14075,44610,43621,41899,496,47,184,17,73,905,989
14080,4215,4198,4039,34,0,0,0,0,125,17
14081,2910,2877,1878,37,570,87,0,0,305,33
14082,671,671,602,23,1,0,0,0,45,0
14083,10,10,10,0,0,0,0,0,0,0
14085,8298,8163,7781,62,0,36,0,0,284,135
14086,35121,34469,33293,513,15,248,0,62,338,652
14091,1600,1478,942,35,305,6,0,0,190,122
14092,10522,10399,9558,62,130,113,0,0,536,123
14094,50302,48722,42456,3073,91,345,0,174,2583,1580
14098,3146,3039,2945,24,0,0,0,11,59,107
14101,1843,1817,1725,0,4,0,0,0,88,26
14102,1488,1444,1418,0,0,0,0,0,26,44
14103,10783,9975,8890,452,37,171,0,0,425,808
14105,5128,5020,4894,19,13,3,0,0,91,108
14108,5263,5244,5008,27,69,9,0,10,121,19
14109,1218,1067,713,184,13,45,0,0,112,151
14111,3150,3105,3022,18,10,4,0,11,40,45
14112,54,54,54,0,0,0,0,0,0,0
14113,686,672,671,0,0,0,0,0,1,14
14120,44414,43669,41103,881,25,343,0,101,1216,745
14125,3580,3381,3244,56,12,0,0,0,69,199
14126,456,447,447,0,0,0,0,0,0,9
14127,30652,29882,28187,439,95,59,17,556,529,770
14129,1300,1256,985,3,117,9,0,41,101,44
14130,112,112,105,7,0,0,0,0,0,0
14131,5182,5005,4825,86,0,0,0,0,94,177
14132,6689,6638,5993,11,145,317,0,0,172,51
14134,72,65,65,0,0,0,0,0,0,7
14135,141,141,141,0,0,0,0,0,0,0
14136,5122,4914,4744,16,31,0,0,0,123,208
14138,1864,1703,1668,18,0,0,0,0,17,161
14139,2074,2065,1982,23,0,0,0,15,45,9
14141,7492,7405,7247,39,5,20,0,0,94,87
14143,1058,1029,854,32,0,0,0,0,143,29
14145,1206,1112,1112,0,0,0,0,0,0,94
14150,41456,39792,36196,1786,16,818,0,27,949,1664
14166,231,231,231,0,0,0,0,0,0,0
14167,1866,1862,1747,37,0,5,0,0,73,4
14168,77,77,77,0,0,0,0,0,0,0
14169,80,80,80,0,0,0,0,0,0,0
14170,2223,2088,2064,0,0,0,0,0,24,135
14171,1605,1548,1391,13,14,0,0,0,130,57
14172,3091,3061,2849,6,1,0,0,7,198,30
14173,188,188,151,0,0,0,0,0,37,0
14174,5698,5559,5324,4,45,80,0,0,106,139
14201,12623,7951,4851,2397,0,297,0,0,406,4672
14202,3664,2860,1823,942,16,63,0,0,16,804
14203,2390,2086,799,1003,14,192,0,19,59,304
14204,7666,6534,1609,4549,6,15,0,153,202,1132
14206,21726,19721,15290,2571,89,801,4,315,651,2005
14207,25699,19644,10396,3892,74,3546,0,72,1664,6055
14208,11820,11428,1923,8487,13,481,4,13,507,392
14209,8677,7984,4661,2755,93,307,0,16,152,693
14210,15382,14175,12214,1102,0,158,0,0,701,1207
14211,24143,21991,2691,14484,74,4001,0,81,660,2152
14212,13295,12189,4766,4039,47,2719,0,68,550,1106
14213,23980,19103,10307,4351,162,3447,0,12,824,4877
14214,22113,20750,10109,7109,76,2523,0,36,897,1363
14215,42368,40314,6395,29658,3,2177,13,95,1973,2054
14216,24009,21757,16912,3666,101,299,4,20,755,2252
14217,22921,21777,19035,1365,96,225,0,16,1040,1144
14218,20936,19405,15330,3107,65,97,0,31,775,1531
14219,10854,10354,9627,92,24,137,11,48,415,500
14220,23926,21304,19479,814,61,414,10,0,526,2622
14221,55228,53565,46681,863,25,4289,0,125,1582,1663
14222,15744,14359,11697,1616,71,405,0,44,526,1385
14223,22482,21933,18925,1018,13,1112,0,96,769,549
14224,40745,39367,37657,684,30,185,16,9,786,1378
14225,34063,32715,25260,4347,77,958,23,293,1757,1348
14226,29273,27713,21273,2808,158,1851,12,56,1555,1560
14227,21329,20236,17702,1874,21,473,0,4,162,1093
14228,25038,23561,17724,1825,73,3516,6,12,405,1477
14260,812,764,474,151,5,110,0,0,24,48
14261,4818,4289,2504,767,27,759,5,0,227,529
14301,12151,11272,7113,2841,70,270,0,124,854,879
14302,206,184,73,107,0,4,0,0,0,22
14303,6159,5517,3304,1022,93,238,12,0,848,642
14304,28582,27245,24848,681,200,547,20,81,868,1337
14305,16605,15292,9302,4147,291,119,0,66,1367,1313
14411,12608,12106,10372,1361,3,57,0,26,287,502
14413,174,127,101,0,0,0,0,0,26,47
14414,6783,6653,6296,42,14,47,0,24,230,130
14415,127,127,127,0,0,0,0,0,0,0
14416,3800,3733,3595,21,1,44,0,23,49,67
14418,1103,1103,942,2,0,157,0,0,2,0
14420,19945,18405,16463,970,32,412,0,52,476,1540
14422,1763,1731,1546,37,0,0,0,23,125,32
14423,4906,4685,4308,110,0,74,0,54,139,221
14424,28582,27319,25986,351,11,198,0,32,741,1263
14425,13201,12492,11404,227,0,203,0,0,658,709
14427,1721,1666,1555,12,8,0,0,11,80,55
14428,7297,7089,6811,97,3,51,0,24,103,208
14432,5520,5238,4781,29,0,13,0,0,415,282
14433,4265,4183,4065,46,5,0,0,0,67,82
14435,2296,2296,2125,1,0,0,0,7,163,0
14437,9168,8914,8737,71,1,29,0,8,68,254
14441,431,417,399,8,0,4,0,0,6,14
14445,7689,7211,6669,255,32,59,14,15,167,478
14450,43082,41534,38378,720,17,904,10,112,1393,1548
14453,0,0,0,0,0,0,0,0,0,0
14454,11058,10447,9620,287,0,275,0,27,238,611
14456,19796,17520,15372,1018,39,498,0,26,567,2276
14462,803,789,702,0,0,0,0,0,87,14
14463,302,302,297,0,5,0,0,0,0,0
14464,6656,6600,6394,54,0,0,0,0,152,56
14466,1697,1655,1629,0,0,0,0,10,16,42
14467,10381,9975,7744,916,2,898,0,36,379,406
14468,18866,17869,17060,336,16,16,0,40,401,997
14469,5937,5906,5803,12,1,2,0,0,88,31
14470,7654,7404,6898,145,11,41,0,0,309,250
14471,2735,2728,2510,178,0,0,0,17,23,7
14472,9139,8954,8567,27,0,15,0,0,345,185
14475,298,298,292,0,0,6,0,0,0,0
14476,2461,2078,2014,0,12,0,0,22,30,383
14477,1672,1657,1557,29,28,1,0,0,42,15
14478,1369,1350,1320,14,0,0,0,0,16,19
14479,98,98,98,0,0,0,0,0,0,0
14480,588,561,551,0,0,0,0,0,10,27
14481,1775,1749,1672,4,0,15,0,0,58,26
14482,8393,8168,7733,116,4,142,0,0,173,225
14485,4102,3951,3642,29,0,20,0,46,214,151
14486,255,255,255,0,0,0,0,0,0,0
14487,5661,5574,5229,4,0,117,0,0,224,87
14489,7054,6619,5947,374,4,0,0,15,279,435
14502,10135,9977,8908,117,0,350,0,55,547,158
14504,1534,1518,1435,5,4,31,0,0,43,16
14505,4896,4615,4436,30,5,0,0,26,118,281
14506,700,700,688,0,0,0,0,0,12,0
14507,1054,1027,984,34,0,0,0,0,9,27
14510,4778,4324,4008,117,17,0,0,0,182,454
14511,385,352,277,13,0,0,0,0,62,33
14512,4855,4820,4645,9,12,27,5,6,116,35
