zcta5,inc_total,inc_10k,inc_15k,inc_25k,inc_35k,inc_50k,inc_75k,inc_100k,inc_150k,inc_200k,inc_200kplus,inc_mean,inc_avg,ins_total_pop,ins_total,ins_private,ins_public,no_ins_total,pov_families,pov_all
13118,2113,3.8,2.8,8.5,9.7,11.3,17.7,14.3,19.6,7.0,5.3,66202,82790,5063,96.8,71.5,42.8,3.2,6.6,10.9
13119,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
13120,897,4.2,3.8,4.6,8.7,24.5,15.2,15.7,12.5,6.8,4.0,58287,79066,2218,89.9,63.0,39.3,10.1,7.0,12.2
13121,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
13122,468,0.9,0.0,28.6,4.3,5.6,21.2,13.9,16.5,4.1,5.1,59483,80794,982,94.3,64.0,51.1,5.7,4.0,3.0
13123,32,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,N,32,100.0,0.0,100.0,0.0,-,0.0
13124,46,0.0,0.0,0.0,17.4,0.0,19.6,13.0,34.8,10.9,4.3,102500,99250,102,98.0,71.6,64.7,2.0,0.0,2.0
13126,13759,4.9,5.3,9.5,11.2,11.2,15.6,13.9,14.1,7.4,6.7,60475,81045,35686,96.6,68.5,41.4,3.4,11.7,19.1
13131,1297,1.5,3.5,13.3,9.3,13.1,19.2,8.7,15.6,9.6,6.2,63398,83961,3094,94.7,62.4,43.6,5.3,7.5,10.4
13132,1636,3.4,1.6,2.1,13.0,11.4,20.7,12.5,24.4,8.9,2.3,71146,87102,3495,97.6,78.2,34.2,2.4,16.7,14.7
13134,25,0.0,0.0,0.0,8.0,16.0,0.0,24.0,0.0,52.0,0.0,-,124080,132,100.0,81.8,29.5,0.0,0.0,0.0
13135,2349,4.1,1.4,13.6,7.4,5.7,16.8,17.0,20.2,6.3,7.6,77817,94779,6296,97.1,64.1,47.0,2.9,12.5,15.9
13136,135,5.2,3.7,12.6,15.6,15.6,14.1,20.0,8.9,0.0,4.4,39779,67664,329,98.2,46.2,62.9,1.8,25.7,24.6
13138,52,0.0,0.0,0.0,0.0,42.3,0.0,57.7,0.0,0.0,0.0,-,N,139,100.0,48.2,51.8,0.0,0.0,2.9
13140,1690,8.2,2.6,8.2,6.9,16.6,19.1,12.2,11.3,9.3,5.6,58750,79335,4335,91.8,56.8,50.3,8.2,10.1,13.4
13141,269,0.0,0.7,9.7,10.4,7.8,20.8,11.2,18.2,19.0,2.2,76875,90841,655,93.3,67.6,41.7,6.7,0.0,1.7
13142,2442,5.0,4.0,7.2,8.4,10.4,12.5,11.5,23.6,9.2,8.1,86554,102079,6035,93.6,66.8,46.8,6.4,11.8,14.3
13143,847,2.4,4.6,4.6,7.9,12.0,22.4,18.5,16.5,6.4,4.6,70368,89289,2354,88.3,54.8,45.1,11.7,6.9,11.6
13144,462,4.8,1.5,20.6,7.1,18.6,13.2,12.1,8.9,7.1,6.1,47857,73342,1323,95.4,54.5,52.5,4.6,22.5,25.7
13145,708,9.3,4.0,9.3,10.0,23.9,15.3,15.3,10.3,0.6,2.1,44554,59247,1595,96.6,56.8,58.6,3.4,14.3,25.4
13146,752,2.8,3.1,11.4,7.4,16.6,25.0,11.0,14.8,3.3,4.5,59545,72994,2176,78.6,47.8,42.8,21.4,8.0,10.8
13147,359,3.9,0.0,12.8,10.9,9.2,23.7,15.0,18.7,3.9,1.9,71083,73210,929,86.2,52.6,49.9,13.8,6.8,12.9
13148,4908,6.5,3.9,11.0,10.1,13.8,16.4,14.3,14.7,5.4,3.9,56365,78389,10852,92.2,69.4,42.4,7.8,10.0,15.9
13152,3270,2.2,2.3,3.3,9.8,10.7,10.2,11.2,13.6,11.9,24.8,100938,165923,7656,98.0,80.6,41.7,2.0,2.9,5.7
13153,112,0.0,0.0,0.0,20.5,0.0,15.2,13.4,42.0,8.9,0.0,137586,104170,337,93.2,90.2,41.2,6.8,0.0,0.0
13154,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-,N,34,100.0,67.6,32.4,0.0,0.0,0.0
13155,223,1.8,8.5,7.2,3.1,13.0,25.1,11.2,21.1,7.2,1.8,63229,77588,567,89.6,60.8,51.5,10.4,2.7,8.1
13156,982,3.6,0.7,7.0,8.8,14.8,31.2,8.8,17.9,5.6,1.7,59521,74243,2159,91.8,65.4,48.9,8.2,1.7,6.5
13157,301,3.7,5.3,7.3,23.3,17.3,18.3,10.3,5.6,5.3,3.7,43029,60082,535,95.3,60.4,59.4,4.7,6.3,11.6
13158,525,1.7,6.9,4.2,3.6,13.0,17.3,17.0,21.9,12.8,1.7,81648,87055,1350,98.1,75.3,36.4,1.9,2.4,6.3
13159,2036,4.4,0.4,7.5,4.3,12.2,10.0,15.1,17.9,12.1,16.1,91458,120547,5234,98.4,82.4,34.2,1.6,4.3,7.4
13160,798,4.0,2.6,4.0,9.0,5.9,15.5,15.2,27.6,9.9,6.3,91058,103241,2255,96.9,79.4,33.5,3.1,4.1,8.4
13162,206,20.4,0.0,1.5,18.9,0.0,7.3,23.3,6.8,21.8,0.0,82717,73509,320,100.0,92.8,39.1,0.0,0.0,10.3
13163,104,7.7,1.0,1.0,14.4,3.8,26.0,13.5,21.2,11.5,0.0,73750,79626,263,98.9,76.8,41.4,1.1,1.2,8.0
13164,914,7.2,0.0,2.1,3.5,15.5,17.2,7.1,20.1,17.5,9.7,83571,110183,2720,92.2,79.0,25.7,7.8,5.8,6.6
13165,4108,4.6,6.1,8.9,9.4,12.1,20.3,14.6,11.5,6.0,6.4,64668,78927,9294,95.6,67.8,46.6,4.4,4.1,11.1
13166,2420,3.8,4.7,11.5,5.2,10.1,15.8,15.5,20.2,8.0,5.2,74014,86375,5758,95.8,68.6,36.7,4.2,7.3,13.9
13167,1222,1.4,3.6,5.8,9.7,12.7,17.6,16.4,17.7,6.9,8.3,71176,85266,2979,98.8,62.6,53.9,1.2,13.3,19.7
13202,3292,25.9,9.1,13.2,7.2,8.7,12.1,7.8,6.6,3.9,5.5,26271,53802,6863,96.1,49.2,56.2,3.9,61.1,52.9
13203,7813,10.9,8.8,12.0,13.0,11.0,11.8,9.8,12.2,4.0,6.4,42451,65495,16198,95.5,50.0,56.8,4.5,19.5,27.5
13204,8512,12.9,9.2,13.3,10.0,11.7,17.9,9.3,9.4,3.3,3.2,40330,56671,19529,94.2,48.4,60.0,5.8,39.5,37.4
13205,7223,13.1,6.1,17.8,10.5,12.7,15.6,7.6,10.7,3.6,2.4,37510,55070,17249,96.5,52.9,62.1,3.5,25.7,28.4
13206,7850,4.8,5.8,9.3,11.4,13.3,24.5,14.4,10.1,4.7,1.7,55806,69594,16677,95.9,62.3,48.6,4.1,13.7,16.6
13207,5391,7.2,4.8,12.1,8.4,11.9,19.1,11.5,14.8,7.2,3.0,56730,71582,12760,96.1,65.1,49.4,3.9,22.6,25.3
13208,9046,9.6,7.9,11.6,12.1,18.8,15.8,7.7,12.0,3.3,1.2,41751,58909,23062,93.6,41.4,62.6,6.4,22.5,31.1
13209,5933,2.5,4.3,10.3,8.2,15.3,17.8,15.6,16.3,5.5,4.0,62134,77646,13161,95.7,69.2,47.0,4.3,5.8,10.2
13210,7723,16.9,6.7,13.4,10.7,13.1,13.8,7.9,9.9,4.2,3.4,38472,57451,19078,96.0,69.5,34.7,4.0,12.3,32.8
13211,2389,5.6,0.4,8.3,6.3,13.3,23.3,17.1,19.1,5.6,1.0,69419,75832,5929,96.8,77.2,35.5,3.2,4.1,9.7
13212,8924,4.6,3.4,7.8,6.6,11.1,18.6,13.8,22.1,7.3,4.6,70748,85428,20607,97.7,72.1,41.7,2.3,8.4,12.1
13214,3097,2.9,3.4,7.9,11.6,3.6,12.4,16.1,16.4,13.8,11.9,87095,114391,8761,93.7,76.4,33.9,6.3,5.6,8.7
13215,5549,2.5,0.3,8.5,5.7,6.4,12.4,13.4,19.2,12.7,18.9,101754,129846,13884,98.7,84.4,30.1,1.3,0.7,2.9
13219,6309,3.4,2.0,6.6,5.4,7.6,19.3,16.5,20.3,11.2,7.6,82083,99674,15330,97.2,82.1,30.3,2.8,4.6,5.9
13224,3632,8.0,1.5,7.5,9.7,6.9,14.6,11.4,18.5,9.7,12.3,78030,101653,8820,95.2,69.3,40.3,4.8,11.7,13.4
13244,5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,N,8384,93.5,84.9,9.3,6.5,-,50.0
13290,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
13301,64,17.2,0.0,0.0,0.0,0.0,0.0,0.0,71.9,10.9,0.0,111250,102617,156,100.0,88.5,49.4,0.0,0.0,7.1
13302,591,9.1,4.4,11.7,5.2,15.2,22.2,6.6,22.8,2.0,0.7,52056,62151,1377,85.5,54.0,44.4,14.5,13.8,20.1
13303,534,2.2,2.8,4.3,5.2,6.2,27.0,21.2,16.3,9.2,5.6,82500,90798,1295,98.0,59.3,57.1,2.0,6.6,16.6
13304,753,1.9,6.2,12.0,3.7,5.8,12.0,10.2,14.9,19.8,13.5,94464,120661,1918,95.8,70.0,39.1,4.2,8.3,9.9
13305,91,0.0,0.0,0.0,26.4,18.7,15.4,8.8,30.8,0.0,0.0,73304,76523,198,87.4,59.1,55.1,12.6,0.0,0.0
13308,1684,1.8,4.2,3.9,5.0,11.8,15.8,28.4,19.8,5.8,3.4,82174,87698,4429,93.1,61.1,45.5,6.9,5.3,10.6
13309,2622,4.0,4.5,11.8,4.5,12.9,20.4,11.2,17.0,8.2,5.5,69387,83269,5704,96.1,71.5,41.4,3.9,4.6,10.1
13310,280,0.0,0.0,7.5,5.7,9.3,11.1,21.1,33.9,5.0,6.4,98646,97981,837,100.0,96.8,16.1,0.0,0.0,0.7
13312,159,7.5,9.4,10.1,0.0,15.1,11.9,17.0,22.0,3.1,3.8,68984,72223,308,99.0,71.8,50.3,1.0,7.2,12.3
13313,235,14.0,8.9,2.1,27.7,6.4,16.6,1.3,14.0,5.1,3.8,34476,68911,597,99.0,39.4,64.2,1.0,16.1,21.6
13314,32,0.0,0.0,43.8,0.0,21.9,15.6,6.3,0.0,12.5,0.0,39167,51878,153,100.0,31.4,68.6,0.0,50.0,68.6
13315,529,2.5,8.1,6.6,5.1,7.9,24.8,17.8,14.0,9.1,4.2,71250,90775,1404,90.6,69.5,45.6,9.4,6.5,11.8
13316,2691,4.6,6.1,14.7,12.4,9.1,16.0,17.0,13.4,5.2,1.5,53843,66366,5842,97.8,59.6,55.2,2.2,10.6,14.1
13317,1266,0.8,3.6,7.0,11.1,17.5,17.8,14.2,12.4,9.9,5.8,64056,79761,3998,83.4,52.5,43.1,16.6,4.6,9.9
13318,383,2.6,0.8,6.3,3.4,13.8,16.4,15.9,24.0,14.1,2.6,83438,92897,1056,98.5,67.0,44.5,1.5,5.6,8.8
13319,311,0.0,0.0,15.4,10.3,0.0,61.1,0.0,10.9,2.3,0.0,53466,58586,550,87.8,67.1,30.9,12.2,0.0,0.0
13320,708,4.4,1.7,6.9,5.6,10.2,19.8,19.4,16.8,5.6,9.6,76136,92985,2085,92.3,70.6,38.3,7.7,7.7,15.6
13321,458,0.0,0.0,0.0,3.7,22.3,53.5,0.0,20.5,0.0,0.0,55234,67282,779,99.4,65.0,70.9,0.6,0.0,4.0
13322,392,0.0,0.3,0.0,6.9,8.7,24.7,22.4,20.7,9.2,7.1,86731,104007,1073,90.7,70.3,39.8,9.3,2.5,4.0
13323,4376,4.9,4.2,5.8,5.4,11.4,16.4,10.4,21.9,8.7,11.1,80438,99953,10976,97.4,80.8,34.8,2.6,6.0,9.3
13324,734,2.5,2.7,5.4,10.8,9.0,20.0,22.2,18.0,4.9,4.5,74250,99931,1653,96.1,66.9,50.2,3.9,4.3,9.7
13325,403,6.2,0.7,7.9,12.7,12.9,14.4,18.6,13.6,8.7,4.2,69609,79896,929,96.8,74.6,39.1,3.2,4.6,6.5
13326,1877,4.1,2.3,5.9,7.7,14.8,13.8,11.6,15.4,10.5,13.9,77198,115996,4464,95.5,77.4,44.5,4.5,4.4,6.8
13327,810,7.5,2.8,3.7,10.0,10.5,16.4,19.1,19.5,4.3,6.0,73333,81373,2222,89.9,63.4,42.5,10.1,9.2,11.8
13328,616,1.0,0.0,7.8,4.4,14.1,10.1,11.7,29.2,12.3,9.4,105882,110120,1398,96.7,83.2,28.2,3.3,1.4,3.1
13329,1468,3.9,5.9,11.6,11.3,12.5,20.1,14.3,13.6,5.2,1.6,55388,65789,3555,94.3,65.0,52.1,5.7,6.6,13.6
13331,42,0.0,0.0,0.0,31.0,0.0,42.9,11.9,7.1,7.1,0.0,62222,69152,69,92.8,63.8,49.3,7.2,0.0,0.0
13332,880,3.5,2.3,6.3,4.5,11.7,30.7,6.7,23.8,6.5,4.1,70202,83400,2878,92.0,54.3,51.2,8.0,8.7,13.7
13333,34,20.6,0.0,0.0,0.0,17.6,38.2,23.5,0.0,0.0,0.0,55909,53344,57,100.0,82.5,52.6,0.0,0.0,12.3
13334,433,0.0,2.5,22.4,0.7,18.7,25.9,10.2,15.0,3.7,0.9,54107,62551,943,90.6,67.6,41.5,9.4,13.8,15.5
13335,482,9.1,3.3,12.2,5.4,12.9,21.4,13.5,17.2,4.4,0.6,51977,65373,1309,90.7,55.6,50.2,9.3,16.2,20.2
13337,321,0.0,0.0,8.1,3.1,10.3,10.0,9.7,35.8,3.1,19.9,105950,154550,653,90.4,71.5,41.7,9.6,4.2,2.8
13338,592,14.5,0.8,14.9,6.9,12.5,12.8,9.3,15.7,8.1,4.4,51000,74423,1242,95.2,64.2,54.0,4.8,4.9,11.3
13339,2082,4.7,4.2,12.8,12.5,10.2,18.7,11.9,16.5,4.3,4.2,56269,71927,6084,96.0,58.4,55.4,4.0,13.3,13.9
13340,3159,3.3,0.9,9.4,7.0,17.4,19.5,7.9,18.5,12.3,3.9,66775,89465,7479,96.9,69.8,43.8,3.1,5.6,9.6
13342,81,0.0,0.0,11.1,8.6,9.9,22.2,38.3,2.5,7.4,0.0,63750,73226,275,100.0,64.0,39.6,0.0,7.7,4.4
13343,678,8.3,3.4,6.3,4.0,14.9,20.9,14.6,17.1,8.0,2.5,68056,79341,1625,97.0,68.6,46.0,3.0,8.0,10.3
13345,79,0.0,5.1,20.3,0.0,24.1,16.5,6.3,12.7,15.2,0.0,52750,69316,175,100.0,79.4,42.9,0.0,10.5,8.0
13346,1770,6.7,2.7,13.4,6.8,12.2,14.1,7.0,17.4,10.1,9.5,57114,90905,6216,97.7,80.1,32.1,2.3,9.7,14.1
13348,608,5.9,4.6,3.6,3.5,11.5,14.6,23.8,16.8,7.1,8.6,76203,95644,1669,98.1,74.7,45.5,1.9,5.6,8.8
13350,4163,4.8,6.7,10.1,9.4,10.6,13.7,14.4,20.6,6.1,3.6,61489,77330,9365,95.8,71.2,45.9,4.2,6.7,11.8
13352,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,-,N,29,100.0,0.0,100.0,0.0,0.0,0.0
13353,21,0.0,4.8,0.0,0.0,38.1,14.3,9.5,23.8,0.0,9.5,58125,86095,41,100.0,63.4,41.5,0.0,0.0,0.0
13354,1245,2.5,1.4,2.9,6.9,8.9,14.0,22.8,23.0,11.8,5.9,84781,98628,3264,94.8,74.6,42.9,5.2,2.3,3.5
13355,369,5.7,0.8,1.4,0.0,32.5,14.6,5.1,15.2,12.5,12.2,66645,176563,1139,98.4,55.8,52.2,1.6,1.9,5.4
13357,4482,6.4,6.0,8.7,7.1,9.8,17.1,20.1,16.2,5.2,3.5,70342,75597,10203,98.4,64.9,52.3,1.6,7.6,11.6
13360,41,0.0,0.0,19.5,2.4,0.0,4.9,9.8,22.0,24.4,17.1,-,121598,128,93.0,85.9,8.6,7.0,0.0,1.6
13361,248,2.8,0.0,8.1,10.9,14.9,16.5,9.7,22.6,12.1,2.4,61667,82045,661,78.5,57.5,34.3,21.5,6.7,13.6
13363,902,2.5,0.0,4.5,1.3,13.6,18.7,22.2,14.5,7.0,15.5,87838,116922,2409,97.0,70.4,44.0,3.0,4.2,7.0
13364,98,0.0,0.0,0.0,5.1,0.0,29.6,45.9,6.1,13.3,0.0,75833,87319,232,100.0,81.5,42.2,0.0,0.0,0.0
13365,3193,4.0,4.0,14.8,10.3,9.1,16.2,12.7,15.5,6.6,6.8,59353,82335,8372,93.0,66.3,42.4,7.0,11.9,17.3
13367,3511,4.4,2.4,9.1,8.5,14.8,21.4,13.1,14.0,9.3,3.0,63361,79179,8463,95.6,62.0,50.8,4.4,9.7,13.5
13368,447,7.2,7.6,9.6,6.0,15.0,21.0,15.9,11.0,5.6,1.1,56688,64376,1118,97.7,74.2,46.5,2.3,7.9,13.9
13402,541,2.4,10.7,14.4,6.1,11.8,20.3,10.2,7.8,15.5,0.7,58990,72061,1082,97.8,66.2,47.5,2.2,23.0,22.5
13403,1921,2.1,0.0,3.4,8.0,1.7,22.1,15.0,21.0,15.3,11.5,98954,111645,5311,97.6,79.5,28.8,2.4,1.3,4.6
13404,52,0.0,0.0,50.0,0.0,17.3,13.5,1.9,17.3,0.0,0.0,-,46540,127,100.0,39.4,72.4,0.0,0.0,0.0
13406,177,0.0,0.0,5.6,9.0,3.4,16.9,35.6,26.0,1.1,2.3,93875,84184,492,96.5,71.5,35.8,3.5,6.5,10.9
13407,1924,3.5,2.9,6.4,11.9,13.2,16.8,21.3,12.9,5.3,5.8,70185,81694,5132,92.7,68.6,41.3,7.3,8.0,12.0
13408,792,1.6,0.0,13.6,7.6,14.5,20.1,16.5,16.4,3.7,5.9,62308,79609,3281,93.1,75.5,31.2,6.9,2.0,6.0
13409,818,6.6,2.3,7.3,7.7,12.3,20.9,12.0,22.9,6.4,1.6,67313,74534,1976,97.9,71.8,42.0,2.1,6.6,8.6
13410,285,38.2,2.5,4.6,6.3,5.6,19.6,4.2,10.9,7.0,1.1,-,50789,536,96.1,48.9,61.2,3.9,0.0,21.6
13411,1137,4.6,4.9,11.1,8.6,9.3,21.3,21.3,10.8,4.0,4.0,60163,74650,2678,92.7,61.0,48.4,7.3,10.3,16.5
13413,6831,2.9,1.0,7.7,3.7,10.1,14.4,13.5,23.2,7.3,16.4,93729,130914,15555,99.0,82.6,37.3,1.0,1.0,4.4
13415,39,0.0,12.8,10.3,0.0,0.0,35.9,15.4,17.9,0.0,7.7,62813,76228,82,100.0,50.0,62.2,0.0,20.0,28.0
13416,862,4.3,2.9,11.5,5.6,6.6,17.5,20.5,21.5,6.1,3.5,79375,82006,2235,97.8,72.9,48.5,2.2,5.2,10.6
13417,1655,3.4,7.7,5.3,14.4,16.0,13.2,14.6,18.6,2.0,4.9,55167,70033,3103,98.1,69.8,51.2,1.9,11.2,11.4
13418,72,0.0,0.0,9.7,4.2,12.5,15.3,8.3,50.0,0.0,0.0,101250,96186,212,96.7,60.4,44.8,3.3,0.0,2.4
13420,529,0.8,0.0,1.3,4.5,4.2,10.2,8.1,59.4,11.5,0.0,104659,110022,1092,90.9,66.7,39.8,9.1,0.0,5.0
13421,5539,4.3,4.6,8.9,14.1,10.6,15.7,13.3,15.3,6.8,6.3,60459,83815,12723,97.5,70.5,42.8,2.5,8.4,11.0
13424,920,6.8,1.5,4.3,7.8,7.2,20.4,13.7,17.9,6.3,13.9,78438,103902,1914,97.9,87.3,25.9,2.1,3.9,8.7
13425,756,7.0,4.9,14.0,6.6,9.4,13.4,16.4,15.2,4.8,8.3,62171,97261,1762,92.2,72.0,33.0,7.8,5.4,12.1
13428,658,5.2,2.4,15.2,4.3,12.2,19.6,14.0,17.5,7.1,2.6,63839,78127,1476,99.0,77.6,47.8,1.0,9.8,10.8
13431,699,1.9,2.0,3.6,6.4,11.6,12.6,20.6,20.2,11.3,9.9,87250,103024,1939,98.9,73.6,40.6,1.1,3.5,6.2
13433,626,4.5,6.5,13.9,13.3,13.9,11.3,17.4,16.8,1.4,1.0,47969,60144,1647,99.3,51.5,61.6,0.7,14.7,20.9
13435,75,0.0,0.0,0.0,0.0,37.3,22.7,22.7,9.3,8.0,0.0,60795,75696,275,100.0,48.4,63.6,0.0,0.0,0.0
13436,49,18.4,2.0,0.0,2.0,14.3,20.4,22.4,12.2,2.0,6.1,68250,76235,107,97.2,72.9,45.8,2.8,0.0,34.1
13437,125,13.6,0.0,7.2,6.4,12.8,24.8,16.8,12.8,5.6,0.0,54125,64349,307,96.7,67.4,53.1,3.3,0.0,7.8
13438,1283,4.4,4.6,4.8,6.6,9.7,21.1,17.1,20.0,5.4,6.4,70096,85699,2983,95.3,70.3,39.8,4.7,6.0,11.9
13439,1364,4.0,2.6,11.4,9.2,16.6,19.1,11.5,15.7,4.9,5.0,56364,80289,3715,96.4,65.8,49.3,3.6,11.1,14.4
13440,17390,4.5,4.9,10.2,8.8,12.3,17.6,14.6,16.8,6.0,4.3,62141,79444,39235,96.5,66.9,46.8,3.5,8.9,14.3
13441,146,0.0,0.0,0.0,0.0,41.8,0.0,58.2,0.0,0.0,0.0,88654,70601,197,100.0,100.0,9.1,0.0,0.0,0.0
13450,69,0.0,0.0,0.0,0.0,37.7,36.2,5.8,18.8,1.4,0.0,58542,76000,252,92.1,75.4,20.6,7.9,0.0,0.9
13452,1858,7.6,3.8,12.4,7.1,10.2,16.5,17.0,17.3,4.9,3.1,59167,71990,4767,96.6,55.5,54.3,3.4,14.0,17.9
13454,318,8.2,0.0,7.5,13.2,7.2,9.4,10.4,38.4,5.7,0.0,84167,77251,732,95.4,68.9,37.3,4.6,9.0,13.0
13455,11,0.0,0.0,27.3,0.0,0.0,72.7,0.0,0.0,0.0,0.0,-,N,46,100.0,6.5,100.0,0.0,0.0,0.0
13456,1459,3.0,1.7,5.3,6.6,7.0,20.2,11.3,19.7,12.5,12.6,87977,106680,3959,94.8,75.7,31.0,5.2,3.4,5.9
13457,23,43.5,0.0,0.0,8.7,21.7,17.4,0.0,8.7,0.0,0.0,-,36417,32,100.0,50.0,56.3,0.0,0.0,40.6
13459,792,5.6,4.8,9.3,8.8,11.9,18.6,16.5,18.7,1.3,4.5,63421,72573,2048,90.3,61.5,48.9,9.7,13.1,17.0
13460,1632,4.0,1.6,8.3,7.8,13.7,26.0,6.7,22.4,4.0,5.6,62106,84327,4293,97.9,67.9,43.0,2.1,7.0,6.8
13461,1323,2.1,7.3,1.8,11.0,6.8,12.1,16.1,25.4,7.3,10.1,88083,103643,3148,98.5,82.9,39.8,1.5,3.0,6.1
13464,522,5.6,4.6,5.2,12.5,17.0,31.0,11.7,7.1,1.5,3.8,53788,62402,1245,96.9,63.5,46.9,3.1,10.6,14.3
13468,104,2.9,4.8,14.4,16.3,8.7,25.0,0.0,18.3,5.8,3.8,52500,63772,291,81.1,58.1,43.3,18.9,12.7,17.2
13469,476,0.0,7.1,1.5,6.7,4.0,9.5,1.9,47.7,8.8,12.8,123045,123009,1317,99.1,87.5,24.8,0.9,2.0,3.6
13470,241,10.4,7.1,10.0,5.4,5.0,21.6,14.5,10.8,13.3,2.1,60972,72909,710,94.6,45.2,56.8,5.4,20.4,34.2
13471,1072,0.4,1.8,5.5,8.3,20.9,20.2,15.6,21.1,4.4,1.9,63707,79572,2646,96.5,61.4,53.9,3.5,3.6,8.2
13472,111,0.0,0.0,0.0,18.0,11.7,0.0,17.1,37.8,15.3,0.0,100208,89350,340,100.0,94.1,25.3,0.0,0.0,0.0
13473,418,1.0,1.0,6.2,4.3,4.8,21.1,28.7,11.5,13.9,7.7,96563,96601,1128,98.7,69.9,40.9,1.3,4.2,5.9
13475,23,0.0,0.0,8.7,0.0,0.0,30.4,39.1,13.0,0.0,8.7,77083,97583,39,82.1,71.8,46.2,17.9,0.0,0.0
13476,1210,1.6,1.1,18.3,6.7,10.8,18.5,12.0,23.0,6.4,1.7,68093,75513,2972,96.3,70.7,39.3,3.7,3.9,6.3
13477,556,0.0,1.4,7.7,1.8,25.4,21.6,18.2,10.4,5.9,7.6,62870,109192,1485,96.2,61.5,39.7,3.8,3.3,9.5
13478,1299,3.8,2.8,4.7,12.6,6.6,21.9,15.8,12.0,14.8,4.9,71849,88543,3040,93.7,74.8,37.2,6.3,8.3,9.5
13480,1327,2.9,1.2,6.8,9.5,14.2,17.9,18.8,18.8,3.2,6.6,70703,85689,3346,98.1,66.0,46.3,1.9,4.0,6.9
13482,25,0.0,0.0,0.0,0.0,20.0,68.0,0.0,12.0,0.0,0.0,56250,58792,63,100.0,76.2,38.1,0.0,0.0,0.0
13483,138,17.4,2.9,0.0,5.8,4.3,9.4,0.7,55.1,0.7,3.6,108009,84301,454,99.1,53.5,47.4,0.9,22.5,19.4
13484,29,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,N,29,100.0,0.0,100.0,0.0,-,100.0
13485,521,1.3,4.2,8.6,7.3,7.9,29.0,15.2,13.2,9.2,4.0,67305,80414,1616,88.1,61.9,33.8,11.9,10.9,17.6
13486,333,2.1,3.0,20.1,4.2,10.8,10.8,23.4,10.8,5.1,9.6,69125,98734,736,98.1,60.3,55.4,1.9,14.7,15.2
13488,74,0.0,8.1,5.4,9.5,20.3,24.3,29.7,0.0,2.7,0.0,58500,61607,141,100.0,89.4,33.3,0.0,0.0,0.0
13489,200,4.0,2.0,13.5,4.0,13.5,14.5,16.0,21.0,8.5,3.0,68750,83235,533,93.2,58.9,49.2,6.8,3.2,7.3
13490,427,3.3,0.0,3.0,0.0,2.1,13.6,31.9,29.3,4.9,11.9,92083,113533,1181,100.0,91.3,21.1,0.0,0.0,1.2
13491,1336,2.3,4.8,8.4,9.1,10.6,18.3,12.2,17.4,10.3,6.7,72000,90363,3853,90.5,67.5,40.3,9.5,8.3,13.0
13492,4779,2.4,2.8,3.6,8.9,11.4,12.4,15.3,19.9,12.9,10.3,86537,108549,11381,97.4,77.8,35.4,2.6,2.9,5.2
13493,776,5.7,6.4,8.5,8.2,10.6,19.8,21.6,13.0,3.9,2.2,60227,66812,2205,94.9,64.7,51.6,5.1,13.1,15.8
13494,97,0.0,0.0,14.4,18.6,11.3,21.6,6.2,14.4,10.3,3.1,52292,73060,222,100.0,82.9,50.0,0.0,6.1,9.0
13495,943,0.0,2.2,6.2,10.5,15.6,28.4,13.5,18.2,3.5,1.9,58653,72427,2027,99.3,76.9,44.3,0.7,4.4,4.3
13501,14933,6.7,7.9,11.3,12.0,11.4,19.7,10.8,11.6,5.2,3.4,50626,67156,39591,96.5,47.8,61.8,3.5,24.5,27.0
13502,13471,8.3,6.8,8.5,9.1,14.6,15.9,13.4,14.0,5.2,4.2,53548,72914,33720,95.6,54.8,53.3,4.4,19.1,23.3
13601,16574,5.9,5.8,8.5,12.0,11.3,17.3,14.8,13.7,5.7,4.9,57936,78321,35576,94.9,63.2,47.1,5.1,10.0,15.9
13602,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-
13603,4626,3.9,1.8,6.1,9.1,23.6,21.9,16.6,13.0,3.5,0.5,56853,64233,10181,98.7,94.6,8.7,1.3,8.0,8.5
13605,1987,5.0,4.4,7.2,5.1,12.7,16.1,18.6,15.9,10.9,4.1,71250,82515,5254,97.2,71.1,39.5,2.8,6.3,8.6
13606,933,4.2,2.5,8.3,4.8,13.4,11.3,19.9,19.9,12.3,3.4,90625,92201,2423,93.1,66.6,46.5,6.9,13.7,16.6
13607,900,3.8,3.6,13.9,7.8,14.3,13.4,11.1,18.7,4.4,9.0,60667,133072,1730,93.5,67.5,47.6,6.5,1.9,6.8
13608,688,6.4,2.9,7.4,5.1,10.8,20.9,12.1,26.7,2.6,5.1,71932,79115,1764,94.7,68.7,47.7,5.3,10.6,16.6
